FACILITY_NME,ORGNZTN_NME,SCOPE3_CAT5_IDN,BU_UNIT_IDN,FACILITY_IDN.1,PRDCT_CATGRY_CDE,PRDCT_CATGRY,PRDCT_INGREDIENT,INDUSTRL_PRCSS_TYP,PRCSS_DESC_TEXT,INDUSTRY_TYP_CDE,ORDER_IDN,QNTY_RECVD_NUM,QNTY_RECVD_NUM_UNIT,ALLWD_FOOD_WASTGE_LVL_PRCNT_NUM,ALLWD_FOOD_WASTGE_LVL_QTY_NUM,ALLWD_FOOD_WASTGE_LVL_QTY_NUM_UNIT,IDEAL_RETL_OUTPUT_NUM,IDEAL_RETL_OUTPUT_NUM_UNIT,FOOD_EXPRD_PRCNT_NUM,QNTY_OF_FOOD_EXPRD_NUM,QNTY_OF_FOOD_EXPRD_NUM_UNIT,OTHER_FOOD_WASTE_PRCNT_NUM,QNTY_OTHER_FOOD_WASTE_NUM,QNTY_OTHER_FOOD_WASTE_NUM_UNIT,TOTL_FOOD_WASTE_NUM,TOTL_FOOD_WASTE_NUM_UNIT,FOOD_PRCSSNG_STGE_OUTPT_NUM,FOOD_PRCSSNG_STGE_OUTPT_NUM_UNIT,INGRDNT_COST_NUM,INGRDNT_COST_NUM_UNIT,CALCLTD_WASTGE_COST_NUM,CALCLTD_WASTGE_COST_NUM_UNIT,WASTE_COLLCTN_COST_NUM,WASTE_COLLCTN_COST_NUM_UNIT,WASTE_TRTMNT_COST_NUM,WASTE_TRTMNT_COST_NUM_UNIT,TOTL_COST_NUM,TOTL_COST_NUM_UNIT,CONSMPTN_STRT_DTE,CONSMPTN_END_DTE,PURCHSD_ORDR_DTE,WASTE_GENRTN_PRCSS_TYP,WASTE_GENRTN_PRCSS_CATGRY,WASTE_DIVRSN_METHD_CDE,WASTE_DIVRSN_METHD_SUB_TYP_CDE,WASTE_DIVRSN_SITE_TYP_CDE,HAZRD_TYP_CDE,WASTE_DISPSL_METHOD_CDE,SUPPLR_NME,SPND_TYP,DATA_QLTY_TYP,COMPONENT_ID,EVIDENCE_TXT_1,EVIDENCE_TXT_2,EVIDENCE_TXT_3,FRST_LOAD_TME.2,FRST_LOAD_UPTD_BY.2,LST_UPDT_TME.2,LST_UPDT_BY.2,SRC_INFO.2,INDUSTRY.2,Platform_Type
O&S China,One Shop,3bbfa28004966c7635d22c502e279e8b,OSG_FORET001,OS_CHI0001,O&S_SeaF001,Sea Food,Pomfret,Food Retailing,Retail,Retail,R_23ORD_FORET_CHI_Sea_Pom8886,1088.000000,tonnes,1.500000,16.300000,%,1072.000000,tonnes,1.300000,13.900000,tonnes,1.500000,16.080000,%,46.000000,tonnes,1042.000000,tonnes,3620.000000,USD per tonnes,167710.000000,USD,1668.000000,USD,5003.000000,USD,174381.000000,USD,2023-01-01,2023-01-31,2022-12-14,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Zhejiang Weiming Environment Protection Co. Ltd,Waste Management and Remediation Services,Estimated,,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15T14:05:40Z,Shubhra Priyadarshini,Demo_Data,Retail,Idea_Azure
O&S China,One Shop,1a393385b5e733a76c3d5832e16a904d,OSG_FORET001,OS_CHI0001,O&S_SeaF001,Sea Food,Pomfret,Food Retailing,Retail,Retail,R_23ORD_FORET_CHI_Sea_Pom6332,1132.000000,tonnes,1.500000,17.000000,%,1115.000000,tonnes,1.100000,12.300000,tonnes,1.500000,16.730000,%,46.000000,tonnes,1086.000000,tonnes,3620.000000,USD per tonnes,166457.000000,USD,1655.000000,USD,4966.000000,USD,173079.000000,USD,2023-11-01,2023-11-30,2023-10-14,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Zhejiang Weiming Environment Protection Co. Ltd,Waste Management and Remediation Services,Estimated,,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15T14:05:40Z,Shubhra Priyadarshini,Demo_Data,Retail,Idea_Azure
O&S China,One Shop,84be6bb0e868af030f92ba5ab538b44b,OSG_FORET001,OS_CHI0001,O&S_SeaF001,Sea Food,Pomfret,Food Retailing,Retail,Retail,R_23ORD_FORET_CHI_Sea_Pom4415,1066.000000,tonnes,1.500000,16.000000,%,1050.000000,tonnes,1.500000,15.800000,tonnes,1.500000,15.750000,%,48.000000,tonnes,1019.000000,tonnes,3620.000000,USD per tonnes,171960.000000,USD,1710.000000,USD,5130.000000,USD,178800.000000,USD,2023-06-01,2023-06-30,2023-05-17,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Zhejiang Weiming Environment Protection Co. Ltd,Waste Management and Remediation Services,Estimated,,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15T14:05:40Z,Shubhra Priyadarshini,Demo_Data,Retail,Idea_Azure
O&S China,One Shop,f656a2bcb6e340e6e0a40093196e77dd,OSG_FORET001,OS_CHI0001,O&S_Puls001,Pulses and Cereals,Corns,Food Retailing,Retail,Retail,R_22ORD_FORET_CHI_Pul_Cor7251,2348.000000,tonnes,1.500000,35.200000,%,2312.000000,tonnes,1.900000,43.900000,tonnes,1.500000,34.690000,%,114.000000,tonnes,2234.000000,tonnes,2170.000000,USD per tonnes,247018.000000,USD,4098.000000,USD,12294.000000,USD,263410.000000,USD,2022-10-01,2022-10-31,2022-09-15,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Zhejiang Weiming Environment Protection Co. Ltd,Waste Management and Remediation Services,Estimated,,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15T14:05:40Z,Shubhra Priyadarshini,Demo_Data,Retail,Idea_Azure
O&S China,One Shop,f8b193202244c9604833a0d6159d20bc,OSG_FORET001,OS_CHI0001,O&S_Puls001,Pulses and Cereals,Corns,Food Retailing,Retail,Retail,R_22ORD_FORET_CHI_Pul_Cor9869,2348.000000,tonnes,1.500000,35.200000,%,2312.000000,tonnes,1.900000,43.900000,tonnes,1.500000,34.690000,%,114.000000,tonnes,2234.000000,tonnes,2170.000000,USD per tonnes,247018.000000,USD,4098.000000,USD,12294.000000,USD,263410.000000,USD,2022-12-01,2022-12-31,2022-11-11,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Zhejiang Weiming Environment Protection Co. Ltd,Waste Management and Remediation Services,Estimated,,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15T14:05:40Z,Shubhra Priyadarshini,Demo_Data,Retail,Idea_Azure
O&S China,One Shop,b6dc5e390d2c27f583c502520e315478,OSG_FORET001,OS_CHI0001,O&S_Puls001,Pulses and Cereals,Corns,Food Retailing,Retail,Retail,R_22ORD_FORET_CHI_Pul_Cor6978,2063.000000,tonnes,1.500000,30.900000,%,2032.000000,tonnes,1.300000,26.400000,tonnes,1.500000,30.490000,%,88.000000,tonnes,1975.000000,tonnes,2170.000000,USD per tonnes,190646.000000,USD,3163.000000,USD,9488.000000,USD,203298.000000,USD,2022-01-01,2022-01-31,2021-12-14,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Zhejiang Weiming Environment Protection Co. Ltd,Waste Management and Remediation Services,Estimated,,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15T14:05:40Z,Shubhra Priyadarshini,Demo_Data,Retail,Idea_Azure
O&S China,One Shop,673783ab6f3e8bf7dd039e9292fd8d9d,OSG_FORET001,OS_CHI0001,O&S_Puls001,Pulses and Cereals,Corns,Food Retailing,Retail,Retail,R_24ORD_FORET_CHI_Pul_Cor6401,3611.000000,tonnes,1.500000,54.200000,%,3557.000000,tonnes,1.300000,46.200000,tonnes,1.500000,53.350000,%,154.000000,tonnes,3457.000000,tonnes,2170.000000,USD per tonnes,333631.000000,USD,5535.000000,USD,16605.000000,USD,355771.000000,USD,2024-03-01,2024-03-31,2024-02-12,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Zhejiang Weiming Environment Protection Co. Ltd,Waste Management and Remediation Services,Estimated,,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15T14:05:40Z,Shubhra Priyadarshini,Demo_Data,Retail,Idea_Azure
O&S China,One Shop,4b9bd903bf786ba0cf3b9488f75fe613,OSG_FORET001,OS_CHI0001,O&S_Puls001,Pulses and Cereals,Corns,Food Retailing,Retail,Retail,R_23ORD_FORET_CHI_Pul_Cor7806,2321.000000,tonnes,1.500000,34.800000,%,2286.000000,tonnes,1.300000,29.700000,tonnes,1.500000,34.300000,%,99.000000,tonnes,2222.000000,tonnes,2170.000000,USD per tonnes,214477.000000,USD,3558.000000,USD,10674.000000,USD,228710.000000,USD,2023-03-01,2023-03-31,2023-02-13,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Zhejiang Weiming Environment Protection Co. Ltd,Waste Management and Remediation Services,Estimated,,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15T14:05:40Z,Shubhra Priyadarshini,Demo_Data,Retail,Idea_Azure
O&S China,One Shop,f43d2beeed5eff30fa1459b184617a97,OSG_FORET001,OS_CHI0001,O&S_Puls001,Pulses and Cereals,Corns,Food Retailing,Retail,Retail,R_23ORD_FORET_CHI_Pul_Cor1466,2321.000000,tonnes,1.500000,34.800000,%,2286.000000,tonnes,1.300000,29.700000,tonnes,1.500000,34.300000,%,99.000000,tonnes,2222.000000,tonnes,2170.000000,USD per tonnes,214477.000000,USD,3558.000000,USD,10674.000000,USD,228710.000000,USD,2023-02-01,2023-02-28,2023-01-12,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Zhejiang Weiming Environment Protection Co. Ltd,Waste Management and Remediation Services,Estimated,,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15T14:05:40Z,Shubhra Priyadarshini,Demo_Data,Retail,Idea_Azure
O&S China,One Shop,66ef8aa47958d9de7c91a43e1677546d,OSG_FORET001,OS_CHI0001,O&S_Puls001,Pulses and Cereals,Corns,Food Retailing,Retail,Retail,R_23ORD_FORET_CHI_Pul_Cor4146,2504.000000,tonnes,1.500000,37.600000,%,2466.000000,tonnes,1.900000,46.900000,tonnes,1.500000,36.990000,%,121.000000,tonnes,2382.000000,tonnes,2170.000000,USD per tonnes,263448.000000,USD,4371.000000,USD,13112.000000,USD,280930.000000,USD,2023-12-01,2023-12-31,2023-11-15,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Zhejiang Weiming Environment Protection Co. Ltd,Waste Management and Remediation Services,Estimated,,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15T14:05:40Z,Shubhra Priyadarshini,Demo_Data,Retail,Idea_Azure
O&S China,One Shop,1a5659e01aeb9149bafc6e3c8d3a86c3,OSG_FORET001,OS_CHI0001,O&S_Puls001,Pulses and Cereals,Corns,Food Retailing,Retail,Retail,R_24ORD_FORET_CHI_Pul_Cor5697,3611.000000,tonnes,1.500000,54.200000,%,3557.000000,tonnes,1.300000,46.200000,tonnes,1.500000,53.350000,%,154.000000,tonnes,3457.000000,tonnes,2170.000000,USD per tonnes,333631.000000,USD,5535.000000,USD,16605.000000,USD,355771.000000,USD,2024-01-01,2024-01-31,2023-12-14,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Zhejiang Weiming Environment Protection Co. Ltd,Waste Management and Remediation Services,Estimated,,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15T14:05:40Z,Shubhra Priyadarshini,Demo_Data,Retail,Idea_Azure
O&S China,One Shop,72b031901dcdb6290cd63a3a2334d45e,OSG_FORET001,OS_CHI0001,O&S_Puls001,Pulses and Cereals,Corns,Food Retailing,Retail,Retail,R_23ORD_FORET_CHI_Pul_Cor9584,2504.000000,tonnes,1.500000,37.600000,%,2466.000000,tonnes,1.900000,46.900000,tonnes,1.500000,36.990000,%,121.000000,tonnes,2382.000000,tonnes,2170.000000,USD per tonnes,263448.000000,USD,4371.000000,USD,13112.000000,USD,280930.000000,USD,2023-11-01,2023-11-30,2023-10-14,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Zhejiang Weiming Environment Protection Co. Ltd,Waste Management and Remediation Services,Estimated,,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15T14:05:40Z,Shubhra Priyadarshini,Demo_Data,Retail,Idea_Azure
O&S China,One Shop,c0becd654a8f6d9a5b475788d2ae401a,OSG_FORET001,OS_CHI0001,O&S_Puls001,Pulses and Cereals,Corns,Food Retailing,Retail,Retail,R_22ORD_FORET_CHI_Pul_Cor3904,2348.000000,tonnes,1.500000,35.200000,%,2312.000000,tonnes,1.900000,43.900000,tonnes,1.500000,34.690000,%,114.000000,tonnes,2234.000000,tonnes,2170.000000,USD per tonnes,247018.000000,USD,4098.000000,USD,12294.000000,USD,263410.000000,USD,2022-11-01,2022-11-30,2022-10-14,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Zhejiang Weiming Environment Protection Co. Ltd,Waste Management and Remediation Services,Estimated,,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15T14:05:40Z,Shubhra Priyadarshini,Demo_Data,Retail,Idea_Azure
O&S China,One Shop,fd1af460328df87cef1658526bd14625,OSG_FORET001,OS_CHI0001,O&S_Puls001,Pulses and Cereals,Corns,Food Retailing,Retail,Retail,R_23ORD_FORET_CHI_Pul_Cor4032,2504.000000,tonnes,1.500000,37.600000,%,2466.000000,tonnes,1.900000,46.900000,tonnes,1.500000,36.990000,%,121.000000,tonnes,2382.000000,tonnes,2170.000000,USD per tonnes,263448.000000,USD,4371.000000,USD,13112.000000,USD,280930.000000,USD,2023-10-01,2023-10-31,2023-09-16,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Zhejiang Weiming Environment Protection Co. Ltd,Waste Management and Remediation Services,Estimated,,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15T14:05:40Z,Shubhra Priyadarshini,Demo_Data,Retail,Idea_Azure
O&S Germany,One Shop,36c37d573b8d9f5496bdbae8dbf3971a,OSG_FORET001,OS_GER0001,O&S_Pant001,Pantry Essentials,Soyabean Oil,Food Retailing,Retail,Retail,R_23ORD_FORET_GER_Pan_Soy2207,290.000000,tonnes,1.500000,4.300000,%,285.000000,tonnes,1.700000,4.900000,tonnes,1.500000,4.280000,%,13.000000,tonnes,276.000000,tonnes,1360.000000,USD per tonnes,18332.000000,USD,485.000000,USD,4853.000000,USD,23670.000000,USD,2023-06-01,2023-06-30,2023-05-16,Expiry & Spillover,Solid,Waste diverted from disposal by recovery,Composting,Offsite,Non-Hazardous,Composted,Bio Service Nord,Waste Management and Remediation Services,Estimated,,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15T14:05:40Z,Shubhra Priyadarshini,Demo_Data,Retail,Idea_Azure
O&S Germany,One Shop,b2d84f838ceb76310f34940c48b6c107,OSG_FORET001,OS_GER0001,O&S_Pant001,Pantry Essentials,Sugarcane,Food Retailing,Retail,Retail,R_23ORD_FORET_GER_Pan_Sug8923,3100.000000,tonnes,1.500000,46.500000,%,3054.000000,tonnes,1.100000,33.600000,tonnes,1.500000,45.810000,%,126.000000,tonnes,2974.000000,tonnes,1380.000000,USD per tonnes,173747.000000,USD,4533.000000,USD,45325.000000,USD,223605.000000,USD,2023-09-01,2023-09-30,2023-08-17,Expiry & Spillover,Solid,Waste diverted from disposal by recovery,Composting,Offsite,Non-Hazardous,Composted,Bio Service Nord,Waste Management and Remediation Services,Estimated,,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15T14:05:40Z,Shubhra Priyadarshini,Demo_Data,Retail,Idea_Azure
O&S Germany,One Shop,876740026796d772a533f3700c2ef098,OSG_FORET001,OS_GER0001,O&S_Pant001,Pantry Essentials,Soyabean Oil,Food Retailing,Retail,Retail,R_22ORD_FORET_GER_Pan_Soy2038,269.000000,tonnes,1.500000,4.000000,%,265.000000,tonnes,1.700000,4.500000,tonnes,1.500000,3.970000,%,12.000000,tonnes,256.000000,tonnes,1360.000000,USD per tonnes,16999.000000,USD,450.000000,USD,4500.000000,USD,21948.000000,USD,2022-04-01,2022-04-30,2022-03-14,Expiry & Spillover,Solid,Waste diverted from disposal by recovery,Composting,Offsite,Non-Hazardous,Composted,Bio Service Nord,Waste Management and Remediation Services,Estimated,,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15T14:05:40Z,Shubhra Priyadarshini,Demo_Data,Retail,Idea_Azure
O&S Germany,One Shop,3ec5e6766c65ca886aad49e1ad618687,OSG_FORET001,OS_GER0001,O&S_Beve001,Beverages,Grapes,Food Retailing,Retail,Retail,R_22ORD_FORET_GER_Bev_Gra8888,116.000000,tonnes,1.500000,1.700000,%,114.000000,tonnes,1.700000,1.900000,tonnes,1.500000,1.710000,%,5.000000,tonnes,110.000000,tonnes,3350.000000,USD per tonnes,18051.000000,USD,194.000000,USD,1940.000000,USD,20184.000000,USD,2022-07-01,2022-07-31,2022-06-15,Expiry & Spillover,Solid,Waste diverted from disposal by recovery,Composting,Offsite,Non-Hazardous,Composted,Bio Service Nord,Waste Management and Remediation Services,Estimated,,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15T14:05:40Z,Shubhra Priyadarshini,Demo_Data,Retail,Idea_Azure
O&S Germany,One Shop,47bb5301c39a17859dd1bf5c96b14ab5,OSG_FORET001,OS_GER0001,O&S_Beve001,Beverages,Grapes,Food Retailing,Retail,Retail,R_23ORD_FORET_GER_Bev_Gra5250,125.000000,tonnes,1.500000,1.900000,%,123.000000,tonnes,1.100000,1.400000,tonnes,1.500000,1.850000,%,5.000000,tonnes,120.000000,tonnes,3350.000000,USD per tonnes,17032.000000,USD,183.000000,USD,1830.000000,USD,19045.000000,USD,2023-11-01,2023-11-30,2023-10-14,Expiry & Spillover,Solid,Waste diverted from disposal by recovery,Composting,Offsite,Non-Hazardous,Composted,Bio Service Nord,Waste Management and Remediation Services,Estimated,,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15T14:05:40Z,Shubhra Priyadarshini,Demo_Data,Retail,Idea_Azure
O&S Germany,One Shop,39d015ec4bdeac6d29c36ed7839c3198,OSG_FORET001,OS_GER0001,O&S_Pant001,Pantry Essentials,Soyabean Oil,Food Retailing,Retail,Retail,R_23ORD_FORET_GER_Pan_Soy9391,290.000000,tonnes,1.500000,4.300000,%,285.000000,tonnes,1.700000,4.900000,tonnes,1.500000,4.280000,%,13.000000,tonnes,276.000000,tonnes,1360.000000,USD per tonnes,18332.000000,USD,485.000000,USD,4853.000000,USD,23670.000000,USD,2023-04-01,2023-04-30,2023-03-16,Expiry & Spillover,Solid,Waste diverted from disposal by recovery,Composting,Offsite,Non-Hazardous,Composted,Bio Service Nord,Waste Management and Remediation Services,Estimated,,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15T14:05:40Z,Shubhra Priyadarshini,Demo_Data,Retail,Idea_Azure
O&S Germany,One Shop,7a8d37d269a7c1165b4369dd2291f24e,OSG_FORET001,OS_GER0001,O&S_Beve001,Beverages,Carrot,Food Retailing,Retail,Retail,R_22ORD_FORET_GER_Bev_Car3938,1827.000000,tonnes,1.500000,27.400000,%,1800.000000,tonnes,1.400000,25.200000,tonnes,1.500000,27.000000,%,80.000000,tonnes,1748.000000,tonnes,2730.000000,USD per tonnes,217337.000000,USD,2866.000000,USD,28660.000000,USD,248863.000000,USD,2022-08-01,2022-08-31,2022-07-16,Expiry & Spillover,Solid,Waste diverted from disposal by recovery,Composting,Offsite,Non-Hazardous,Composted,Bio Service Nord,Waste Management and Remediation Services,Estimated,,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15T14:05:40Z,Shubhra Priyadarshini,Demo_Data,Retail,Idea_Azure
O&S Germany,One Shop,b4717aa52414768bd0c5073232593bcf,OSG_FORET001,OS_GER0001,O&S_Beve001,Beverages,Grapes,Food Retailing,Retail,Retail,R_23ORD_FORET_GER_Bev_Gra9076,125.000000,tonnes,1.500000,1.900000,%,123.000000,tonnes,1.100000,1.400000,tonnes,1.500000,1.850000,%,5.000000,tonnes,120.000000,tonnes,3350.000000,USD per tonnes,17032.000000,USD,183.000000,USD,1830.000000,USD,19045.000000,USD,2023-12-01,2023-12-31,2023-11-14,Expiry & Spillover,Solid,Waste diverted from disposal by recovery,Composting,Offsite,Non-Hazardous,Composted,Bio Service Nord,Waste Management and Remediation Services,Estimated,,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15T14:05:40Z,Shubhra Priyadarshini,Demo_Data,Retail,Idea_Azure
O&S Germany,One Shop,c34392c07ab4e0f1c2599c0bb36b7ca6,OSG_FORET001,OS_GER0001,O&S_Beve001,Beverages,Ginger,Food Retailing,Retail,Retail,R_23ORD_FORET_GER_Bev_Gin3709,3052.000000,tonnes,1.500000,45.800000,%,3006.000000,tonnes,1.300000,39.100000,tonnes,1.500000,45.090000,%,130.000000,tonnes,2922.000000,tonnes,1490.000000,USD per tonnes,193607.000000,USD,4678.000000,USD,46777.000000,USD,245062.000000,USD,2023-04-01,2023-04-30,2023-03-16,Expiry & Spillover,Solid,Waste diverted from disposal by recovery,Composting,Offsite,Non-Hazardous,Composted,Bio Service Nord,Waste Management and Remediation Services,Estimated,,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15T14:05:40Z,Shubhra Priyadarshini,Demo_Data,Retail,Idea_Azure
O&S Germany,One Shop,5fbe56ee951fda8f3d6dc2a267fffb25,OSG_FORET001,OS_GER0001,O&S_Beve001,Beverages,Grapes,Food Retailing,Retail,Retail,R_22ORD_FORET_GER_Bev_Gra3210,116.000000,tonnes,1.500000,1.700000,%,114.000000,tonnes,1.700000,1.900000,tonnes,1.500000,1.710000,%,5.000000,tonnes,110.000000,tonnes,3350.000000,USD per tonnes,18051.000000,USD,194.000000,USD,1940.000000,USD,20184.000000,USD,2022-08-01,2022-08-31,2022-07-17,Expiry & Spillover,Solid,Waste diverted from disposal by recovery,Composting,Offsite,Non-Hazardous,Composted,Bio Service Nord,Waste Management and Remediation Services,Estimated,,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15T14:05:40Z,Shubhra Priyadarshini,Demo_Data,Retail,Idea_Azure
O&S Germany,One Shop,fbfbdca0a700e0cb1f06842bcbb2732c,OSG_FORET001,OS_GER0001,O&S_Beve001,Beverages,Ginger,Food Retailing,Retail,Retail,R_23ORD_FORET_GER_Bev_Gin3107,3052.000000,tonnes,1.500000,45.800000,%,3006.000000,tonnes,1.300000,39.100000,tonnes,1.500000,45.090000,%,130.000000,tonnes,2922.000000,tonnes,1490.000000,USD per tonnes,193607.000000,USD,4678.000000,USD,46777.000000,USD,245062.000000,USD,2023-05-01,2023-05-30,2023-04-11,Expiry & Spillover,Solid,Waste diverted from disposal by recovery,Composting,Offsite,Non-Hazardous,Composted,Bio Service Nord,Waste Management and Remediation Services,Estimated,,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15T14:05:40Z,Shubhra Priyadarshini,Demo_Data,Retail,Idea_Azure
O&S Germany,One Shop,07076d2cee95dc7401e255951d857cc5,OSG_FORET001,OS_GER0001,O&S_Beve001,Beverages,Strawberries,Food Retailing,Retail,Retail,R_24ORD_FORET_GER_Bev_Str6601,88.000000,tonnes,1.500000,1.300000,%,87.000000,tonnes,1.800000,1.600000,tonnes,1.500000,1.300000,%,4.000000,tonnes,84.000000,tonnes,5400.000000,USD per tonnes,22552.000000,USD,150.000000,USD,1503.000000,USD,24206.000000,USD,2024-03-01,2024-03-31,2024-02-11,Expiry & Spillover,Solid,Waste diverted from disposal by recovery,Composting,Offsite,Non-Hazardous,Composted,Bio Service Nord,Waste Management and Remediation Services,Estimated,,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15T14:05:40Z,Shubhra Priyadarshini,Demo_Data,Retail,Idea_Azure
O&S Germany,One Shop,593f9a5c3a5c3db45e5e94e55edf9f7e,OSG_FORET001,OS_GER0001,O&S_Beve001,Beverages,Ginger,Food Retailing,Retail,Retail,R_22ORD_FORET_GER_Bev_Gin4446,3040.000000,tonnes,1.500000,45.600000,%,2994.000000,tonnes,1.300000,38.900000,tonnes,1.500000,44.910000,%,129.000000,tonnes,2910.000000,tonnes,1490.000000,USD per tonnes,192850.000000,USD,4659.000000,USD,46595.000000,USD,244104.000000,USD,2022-04-01,2022-04-30,2022-03-12,Expiry & Spillover,Solid,Waste diverted from disposal by recovery,Composting,Offsite,Non-Hazardous,Composted,Bio Service Nord,Waste Management and Remediation Services,Estimated,,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15T14:05:40Z,Shubhra Priyadarshini,Demo_Data,Retail,Idea_Azure
O&S Germany,One Shop,8b9e05f82b325694989d3753a7463871,OSG_FORET001,OS_GER0001,O&S_Beve001,Beverages,Carrot,Food Retailing,Retail,Retail,R_22ORD_FORET_GER_Bev_Car7480,1827.000000,tonnes,1.500000,27.400000,%,1800.000000,tonnes,1.400000,25.200000,tonnes,1.500000,27.000000,%,80.000000,tonnes,1748.000000,tonnes,2730.000000,USD per tonnes,217337.000000,USD,2866.000000,USD,28660.000000,USD,248863.000000,USD,2022-07-01,2022-07-31,2022-06-13,Expiry & Spillover,Solid,Waste diverted from disposal by recovery,Composting,Offsite,Non-Hazardous,Composted,Bio Service Nord,Waste Management and Remediation Services,Estimated,,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15T14:05:40Z,Shubhra Priyadarshini,Demo_Data,Retail,Idea_Azure
O&S Germany,One Shop,3d2a652615a668bad8823bbe0416542e,OSG_FORET001,OS_GER0001,O&S_Pant001,Pantry Essentials,Sugarcane,Food Retailing,Retail,Retail,R_22ORD_FORET_GER_Pan_Sug2563,3076.000000,tonnes,1.500000,46.100000,%,3030.000000,tonnes,1.100000,33.300000,tonnes,1.500000,45.450000,%,125.000000,tonnes,2951.000000,tonnes,1380.000000,USD per tonnes,172379.000000,USD,4497.000000,USD,44968.000000,USD,221844.000000,USD,2022-09-01,2022-09-30,2022-08-15,Expiry & Spillover,Solid,Waste diverted from disposal by recovery,Composting,Offsite,Non-Hazardous,Composted,Bio Service Nord,Waste Management and Remediation Services,Estimated,,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15T14:05:40Z,Shubhra Priyadarshini,Demo_Data,Retail,Idea_Azure
