D_N_M_Emission,D_N_M_Row_Checksum,Do_N_M_Modifiedon,Name,Scope,Emissions_Source,Activity_type,Calculation_date,Transaction_date,Consumption_start_date,Consumption_end_date,Country_Region,Organizational_unit,Facility,Source,Latitude,Longitude,CH4,CH4_unit,CO2,CO2_unit,N2O,N2O_unit,CO2E,CO2E_unit,Ismarketbased,Isbiogenic,Emission_factor,Factor_mapping,Adjusted_activity_quantity,Adjusted_activity_quantity_unit,Origin_correlation_ID,Industry
65404278-e117-ef11-840a-6045bde823ec,PitcPWRlHVG2Y6YY/Xg+iTXiy0pVDYFbFk8QqeW5vjVEnPMh3bSQWOGEV9TKlZn+gL+xGPx3HoJ9VzmPt8kkCA==,22-05-2024 02:17,Bio Service Nord,Scope 3,Waste generated in operations,Composted,22-05-2024,09-02-2022,01-03-2022,31-03-2022,DEU,One Shop,O&S Germany,Bio Service Nord,0,0,0,kg,0,kg,0,kg,0,kg,No,No,Composted,Composted,0,tonnes,f96d4bc6c382f1af95f8ef6fab12d773,Retail
8f9d3b7d-e117-ef11-840a-7c1e5205d72d,LpXzZic1xBEHUpJqqELJCgWhFfUaXq4mdT8Aty7rFMTJ+287vGRP9i6FWnNaODkG9wwZKgGrZcp8CavtcX3hVw==,22-05-2024 02:17,Zhejiang Weiming Environment Protection Co. Ltd,Scope 3,Waste generated in operations,Landfilled,22-05-2024,17-03-2023,01-04-2023,30-04-2023,CHN,One Shop,O&S China,Zhejiang Weiming Environment Protection Co. Ltd,0,0,8750,kg,350,kg,21420,g,225483.16,kg,No,No,Landfilled,Landfilled,140,tonnes,dd193de6781ab8bf2a6577267974a16e,Retail
2a080c76-e117-ef11-840a-002248d4d4f0,/tWAu6Bt4C/dssijcyxGgtqhVEKnOo7T7CO7Q4vQZPKUV5v4bszHWHRmQt1964XlPzwvRUdMwCCWZ2BXqTmMNg==,22-05-2024 02:17,Waste Management Inc,Scope 3,Waste generated in operations,Landfilled,22-05-2024,17-05-2022,01-06-2022,30-06-2022,USA,One Shop,O&S USA,Waste Management Inc,0,0,19000,kg,760,kg,46512,g,489620.576,kg,No,No,Landfilled,Landfilled,304,tonnes,f2caca2cbdad7260cc4b0d2b94649417,Retail
6a10c278-e117-ef11-840a-6045bdad28d3,dnPz3ByzXPSMqi27G0Dirg1bqPJonm8Oyef1wKzRwschqj7El+Ujz8DRtPzZmCN9BahHgY7kqZbjzkRDzR1Ykw==,22-05-2024 02:17,Zhejiang Weiming Environment Protection Co. Ltd,Scope 3,Waste generated in operations,Landfilled,22-05-2024,16-10-2022,01-11-2022,30-11-2022,CHN,One Shop,O&S China,Zhejiang Weiming Environment Protection Co. Ltd,0,0,2937.5,kg,117.5,kg,7191,g,75697.918,kg,No,No,Landfilled,Landfilled,47,tonnes,7b9964e63f5330e34f4441ac915f50de,Retail
e5020277-e117-ef11-840a-6045bde848a8,HPBoiSWamrPOtp1p+gXnOmMQbH5HMTrn9YtvyoflIz2xyuQ7GxrdQvTr8hIOeVaLuHSrqNzB/gQERmhqoZxbvQ==,22-05-2024 02:17,Waste Management Inc,Scope 3,Waste generated in operations,Landfilled,22-05-2024,14-03-2023,01-04-2023,30-04-2023,USA,One Shop,O&S USA,Waste Management Inc,0,0,12187.5,kg,487.5,kg,29835,g,314065.83,kg,No,No,Landfilled,Landfilled,195,tonnes,2cafe8e5e4937be38f6481f8164e3885,Retail
ebd6277a-e117-ef11-840a-6045bdaf1fd6,g8rz2UF94ryVb0j4Yr0WzRlwlRI9H7+63tbNv1WrIyhIDBWnpPNlLNAVpPZY/pZcyP4N+IuyeKPHaLBU7a64eA==,22-05-2024 02:17,Waste Management Inc,Scope 3,Waste generated in operations,Composted,22-05-2024,14-08-2023,01-09-2023,30-09-2023,USA,One Shop,O&S USA,Waste Management Inc,0,0,3.9,kg,32.5,kg,2.6,kg,904.8,kg,No,No,Composted,Composted,13,tonnes,5774eead995d88334749cc42c2322814,Retail
dfc3db7a-e117-ef11-840a-6045bdaef7dd,C/I7SvqISctUmqrjfenILXSMYfJbPO2drW1TnQQ7SOcXXpehm7ce4g8WQvGRFTzEyDyxhwiv5xouBzEPyWxTtA==,22-05-2024 02:17,Bio Service Nord,Scope 3,Waste generated in operations,Landfilled,22-05-2024,17-12-2023,01-01-2024,31-01-2024,DEU,One Shop,O&S Germany,Bio Service Nord,0,0,30125,kg,1205,kg,73746,g,776306.308,kg,No,No,Landfilled,Landfilled,482,tonnes,3904c5a4f995d6bb4fd6c6dc8a3d0828,Retail
e3c3db7a-e117-ef11-840a-6045bdaef7dd,9b4pQWa0rOvF71tSY5eBST/hhnqbIlS6f1qUcHn9SEJFMjyZG+NOzPzvRKJCJRzce47lbzb0m52evqHeH+NAIQ==,22-05-2024 02:17,Zhejiang Weiming Environment Protection Co. Ltd,Scope 3,Waste generated in operations,Landfilled,22-05-2024,13-11-2023,01-12-2023,31-12-2023,CHN,One Shop,O&S China,Zhejiang Weiming Environment Protection Co. Ltd,0,0,2937.5,kg,117.5,kg,7191,g,75697.918,kg,No,No,Landfilled,Landfilled,47,tonnes,aecfef77839e7b890f57c0ba8d3e5061,Retail
7b9d3b7d-e117-ef11-840a-7c1e5205d72d,FCnj6Y5PQ9w6iDEmHETqhrjv1gSH7BL4JZkFpAkrQouwIjNwMR4pQJfu0D64K7N0xGhAn6rt1yMOtvgD2eKFvg==,22-05-2024 02:17,Bio Service Nord,Scope 3,Waste generated in operations,Composted,22-05-2024,13-08-2022,01-09-2022,30-09-2022,DEU,One Shop,O&S Germany,Bio Service Nord,0,0,13.2,kg,110,kg,8.8,kg,3062.4,kg,No,No,Composted,Composted,44,tonnes,b90176b09d6c58a875a070a25eb1c862,Retail
a69d3b7d-e117-ef11-840a-7c1e5205d72d,ocz/Q1LzYz0vvbLSxafhm9wJhH0aw3/hF7NqmuiwezgWTq9Se6KQP8C119/DLrabho7QwGuBtkgNUl6J+Ezc8g==,22-05-2024 02:17,Zhejiang Weiming Environment Protection Co. Ltd,Scope 3,Waste generated in operations,Landfilled,22-05-2024,15-09-2023,01-10-2023,31-10-2023,CHN,One Shop,O&S China,Zhejiang Weiming Environment Protection Co. Ltd,0,0,4437.5,kg,177.5,kg,10863,g,114352.174,kg,No,No,Landfilled,Landfilled,71,tonnes,ba39848aa7646d2d94f73145e17ff5dc,Retail
c9c42671-e117-ef11-840a-7c1e5205d72d,sACXPoRbUXVKil5uHdQYHNSta5rcYj6VXX1WEmPZi9sHz6d/0TafLYwbx+26VV25TZieXRqkxTUMY8NsULuQvg==,22-05-2024 02:17,Zhejiang Weiming Environment Protection Co. Ltd,Scope 3,Waste generated in operations,Landfilled,22-05-2024,12-01-2022,01-02-2022,28-02-2022,CHN,One Shop,O&S China,Zhejiang Weiming Environment Protection Co. Ltd,0,0,125,kg,5,kg,306,g,3221.188,kg,No,No,Landfilled,Landfilled,2,tonnes,ead6bc19cba192dbede500a004bafc59,Retail
51eadf74-e117-ef11-840a-6045bdaef7dd,jDTefySHNA8Kmu7nnZuVqrPBWPdwBBGo5PRgjtXFBvMTp87BI+GJ7BJbxnawAweTPy6h9zPeFdvyr9i1dCBDdQ==,22-05-2024 02:17,Bio Service Nord,Scope 3,Waste generated in operations,Composted,22-05-2024,11-02-2023,01-03-2023,31-03-2023,DEU,One Shop,O&S Germany,Bio Service Nord,0,0,40.5,kg,337.5,kg,27,kg,9396,kg,No,No,Composted,Composted,135,tonnes,0326ef669d45f28ff9b83c0256346c3e,Retail
67eadf74-e117-ef11-840a-6045bdaef7dd,MFqwxFrHcaW3MfWG7VHLLAUiHj7NPb4HsyygQWbpf0uvkSenuRZ1M0JmCR4YgvvTN35oR5seCKa+4axpsIuAhw==,22-05-2024 02:17,Bio Service Nord,Scope 3,Waste generated in operations,Composted,22-05-2024,17-07-2023,01-08-2023,30-08-2023,DEU,One Shop,O&S Germany,Bio Service Nord,0,0,1.8,kg,15,kg,1.2,kg,417.6,kg,No,No,Composted,Composted,6,tonnes,04e6463095f688a2062b6d8461e40ec3,Retail
7eeadf74-e117-ef11-840a-6045bdaef7dd,r8rpo/U4enDnXMHBQNoQ6h6tefKWv0hUhpnmC2xaLRmhHADUASCyAF/+wSZ1AD15P0R+q1qwsdi3G1h6ewQ6cA==,22-05-2024 02:17,Waste Management Inc,Scope 3,Waste generated in operations,Landfilled,22-05-2024,14-10-2023,01-11-2023,30-11-2023,USA,One Shop,O&S USA,Waste Management Inc,0,0,1625,kg,65,kg,3978,g,41875.444,kg,No,No,Landfilled,Landfilled,26,tonnes,ec40bff1ea5e255eb87b27988d9a5378,Retail
4d1b2977-e117-ef11-840a-7c1e5205d72d,ulCMNTOCaCXFOCJn8Lbq649AE3wewFqpJXs1pWpuu8HGNkA1sTl0e8IxD2WMBkih6SY9rHsE08CK4wDZnd/hDw==,22-05-2024 02:17,Bio Service Nord,Scope 3,Waste generated in operations,Composted,22-05-2024,15-12-2021,01-01-2022,31-01-2022,DEU,One Shop,O&S Germany,Bio Service Nord,0,0,40.2,kg,335,kg,26.8,kg,9326.4,kg,No,No,Composted,Composted,134,tonnes,815a717aba48e2f7cf9a2f40ac834b34,Retail
7310c278-e117-ef11-840a-6045bdad28d3,kXGU491sQJZjky02WbCS5v5RZSUF24yJTU46p5Y2j8DRgq1yWHdC5k4wITn/LlKTCgsaBGGmN7R7Cnn2oRPQOQ==,22-05-2024 02:17,Waste Management Inc,Scope 3,Waste generated in operations,Composted,22-05-2024,11-11-2023,01-12-2023,31-12-2023,USA,One Shop,O&S USA,Waste Management Inc,0,0,6,kg,50,kg,4,kg,1392,kg,No,No,Composted,Composted,20,tonnes,7e2e599174806a23bbf8f9419f70e576,Retail
c5d6277a-e117-ef11-840a-6045bdaf1fd6,fvODJfou9wFHBKnpZ2kPSxM1vgquo6lKeXIIjt3BEU165ggS4qHFxgaezpP1s99I9sVXYv2HrjaRPk+KLONKhQ==,22-05-2024 02:17,Zhejiang Weiming Environment Protection Co. Ltd,Scope 3,Waste generated in operations,Landfilled,22-05-2024,13-01-2023,01-02-2023,28-02-2023,CHN,One Shop,O&S China,Zhejiang Weiming Environment Protection Co. Ltd,0,0,2875,kg,115,kg,7038,g,74087.324,kg,No,No,Landfilled,Landfilled,46,tonnes,00c044f84ca7a5d625a07f2026c99935,Retail
e2d6277a-e117-ef11-840a-6045bdaf1fd6,etH8j9m+Ql12ioBIjtpg0MnDA05TRz92fVRmzz/ir42ty/11xgy/eUfkIHcKeDTsM7Mc/J7XOwjHR4bfC9mHwA==,22-05-2024 02:17,Zhejiang Weiming Environment Protection Co. Ltd,Scope 3,Waste generated in operations,Landfilled,22-05-2024,16-09-2022,01-10-2022,31-10-2022,CHN,One Shop,O&S China,Zhejiang Weiming Environment Protection Co. Ltd,0,0,2875,kg,115,kg,7038,g,74087.324,kg,No,No,Landfilled,Landfilled,46,tonnes,a34be11161883a7d1035388475bf5db9,Retail
d0c3db7a-e117-ef11-840a-6045bdaef7dd,X119WJnqFS//qXYdeXzJDBAKTZR/qX3jmFoxNfcD2eCFfabE4M18yGLcim/VBqf2T1ivjeK3vSnbboR+msdGmg==,22-05-2024 02:17,Bio Service Nord,Scope 3,Waste generated in operations,Landfilled,22-05-2024,14-02-2024,01-03-2024,31-03-2024,DEU,One Shop,O&S Germany,Bio Service Nord,0,0,30125,kg,1205,kg,73746,g,776306.308,kg,No,No,Landfilled,Landfilled,482,tonnes,3af2040da02809822909d0d46bd36631,Retail
7558047c-e117-ef11-840a-002248d4d4f0,rRI9Y3u1o6tjU/SJaSJqzXpnyaLPw0mu1/xNKbDmwQkC+Vd6D6zaTXinehQhmjVgL7ppZKVtLExTF1zVYL3y2w==,22-05-2024 02:17,Waste Management Inc,Scope 3,Waste generated in operations,Landfilled,22-05-2024,12-03-2022,01-04-2022,30-04-2022,USA,One Shop,O&S USA,Waste Management Inc,0,0,4500,kg,180,kg,11016,g,115962.768,kg,No,No,Landfilled,Landfilled,72,tonnes,c7eaa9b695f157bcef2bd791b931152b,Retail
7d58047c-e117-ef11-840a-002248d4d4f0,MQtQ0Ezq+slnfx5PUO1klnzQzsAA49/Axys7zoJIZiljDysc9h2uqAFLvRUYgcBaSDRaT0+UZgjeqIxHAV9B8A==,22-05-2024 02:17,Waste Management Inc,Scope 3,Waste generated in operations,Landfilled,22-05-2024,15-01-2023,01-02-2023,28-02-2023,USA,One Shop,O&S USA,Waste Management Inc,0,0,14625,kg,585,kg,35802,g,376878.996,kg,No,No,Landfilled,Landfilled,234,tonnes,355c3483f4eea5e577ea2c7d053edfcf,Retail
8c58047c-e117-ef11-840a-002248d4d4f0,NPs+qJQWaiAlF8w6LNKVbKQckgGG1zJw4ZB/HWkdP0Vc61jgNUfte4aen3o58tmCZB6SLH09eyXYlL98KJfOsA==,22-05-2024 02:17,Zhejiang Weiming Environment Protection Co. Ltd,Scope 3,Waste generated in operations,Landfilled,22-05-2024,12-02-2022,01-03-2022,31-03-2022,CHN,One Shop,O&S China,Zhejiang Weiming Environment Protection Co. Ltd,0,0,2500,kg,100,kg,6120,g,64423.76,kg,No,No,Landfilled,Landfilled,40,tonnes,e6ece711ada408495a6359b28d844402,Retail
97e2bd6f-e117-ef11-840a-002248d4d4f0,Ue9Hz/KYD3PEc4Qvtv3vZn5P2MuIHfhyYFqIowSc8i+rcDn9TRhaELtT/kqKJa39lUzVILoLGnLadKNKyEci+g==,22-05-2024 02:17,Bio Service Nord,Scope 3,Waste generated in operations,Landfilled,22-05-2024,17-12-2022,01-01-2023,31-01-2023,DEU,One Shop,O&S Germany,Bio Service Nord,0,0,22312.5,kg,892.5,kg,54621,g,574982.058,kg,No,No,Landfilled,Landfilled,357,tonnes,0fecf535a8d41d990837efca5bf3ef9d,Retail
9f4a6f73-e117-ef11-840a-002248d4f085,5rJiKwJRjJGe6KwCXOTFVRTq59RZ/aAn6pImW6PkWyTIaq74sbnM0z0EtUGJWEcliWy9uLSe8dWHgzxDzsFI5A==,22-05-2024 02:17,Bio Service Nord,Scope 3,Waste generated in operations,Composted,22-05-2024,15-04-2022,01-05-2022,31-05-2022,DEU,One Shop,O&S Germany,Bio Service Nord,0,0,0.3,kg,2.5,kg,0.2,kg,69.6,kg,No,No,Composted,Composted,1,tonnes,3981c2324fd9a9095cf4fc3965d0c7e0,Retail
7010c278-e117-ef11-840a-6045bdad28d3,u4x/G8s+tgeGFbbeKsDfP+AN2/Me9e028/geddAnmU53O+bRJWaLEMBubj0etzjWbVLqwNJv+TZbDitwxM1PEg==,22-05-2024 02:17,Waste Management Inc,Scope 3,Waste generated in operations,Landfilled,22-05-2024,15-12-2023,01-01-2024,31-01-2024,USA,One Shop,O&S USA,Waste Management Inc,0,0,17312.5,kg,692.5,kg,42381,g,446134.538,kg,No,No,Landfilled,Landfilled,277,tonnes,2383e0b8a93f1f4ce4d49a94a1ebf108,Retail
bac3db7a-e117-ef11-840a-6045bdaef7dd,54Mhzhz1SA0313kLkOXRve2oWMPjSWYI3YEXJl1fbknzRqfGfwunArFG9jqGcdFAUAk1mke4qs5oQ1ZiyugGBA==,22-05-2024 02:17,Zhejiang Weiming Environment Protection Co. Ltd,Scope 3,Waste generated in operations,Landfilled,22-05-2024,12-05-2023,01-06-2023,30-06-2023,CHN,One Shop,O&S China,Zhejiang Weiming Environment Protection Co. Ltd,0,0,2562.5,kg,102.5,kg,6273,g,66034.354,kg,No,No,Landfilled,Landfilled,41,tonnes,19deb84d327c225508c15c40bb170f0f,Retail
dac3db7a-e117-ef11-840a-6045bdaef7dd,ixMgR/vlUWAWhUyyGLu6QBAIb63disAaaQ/FUFBwKM3qXaq4WE8zWACMnh+mWl2lADmur1JOJOTRTgID2oQagA==,22-05-2024 02:17,Zhejiang Weiming Environment Protection Co. Ltd,Scope 3,Waste generated in operations,Landfilled,22-05-2024,12-08-2022,01-09-2022,30-09-2022,CHN,One Shop,O&S China,Zhejiang Weiming Environment Protection Co. Ltd,0,0,4500,kg,180,kg,11016,g,115962.768,kg,No,No,Landfilled,Landfilled,72,tonnes,8aa1411c99bee2c213f66c909f8f01cb,Retail
9c9d3b7d-e117-ef11-840a-7c1e5205d72d,1HQi0aAsbBavoS1wnbEVI7UxhFQHMpcNunCd5zj+10IeA6FW67p9fDpiIH5AcHl2XyFl5+o+Pkpb4VvRLpRCZQ==,22-05-2024 02:17,Zhejiang Weiming Environment Protection Co. Ltd,Scope 3,Waste generated in operations,Landfilled,22-05-2024,17-01-2022,01-02-2022,28-02-2022,CHN,One Shop,O&S China,Zhejiang Weiming Environment Protection Co. Ltd,0,0,2500,kg,100,kg,6120,g,64423.76,kg,No,No,Landfilled,Landfilled,40,tonnes,a4dab289cf091956682d5ec4d0367f23,Retail
9b872874-e117-ef11-840a-7c1e520f31c6,gYSjzujf3Y8NeOrrN7BzDJuQb1iqBbRc29EjvzZA2kU6KTFfL3SDAXcT5rGB6yTpQsg+VzXcr48nH7ysjBh9bw==,22-05-2024 02:17,Bio Service Nord,Scope 3,Waste generated in operations,Composted,22-05-2024,16-12-2022,01-01-2023,31-01-2023,DEU,One Shop,O&S Germany,Bio Service Nord,0,0,10.8,kg,90,kg,7.2,kg,2505.6,kg,No,No,Composted,Composted,36,tonnes,9a0160159354c48daca384dfda8f150b,Retail
955c2874-e117-ef11-840a-6045bdaf1fd6,brR5I3pE+CtOS3npwkcaEM8k+c+7k/nCK3i0tQVor/LhZfi3Q3VVAq0r0niyKjAOqCFhQIbmjdsuhv+ucm0V0A==,22-05-2024 02:17,Zhejiang Weiming Environment Protection Co. Ltd,Scope 3,Waste generated in operations,Landfilled,22-05-2024,15-07-2023,01-08-2023,30-08-2023,CHN,One Shop,O&S China,Zhejiang Weiming Environment Protection Co. Ltd,0,0,4562.5,kg,182.5,kg,11169,g,117573.362,kg,No,No,Landfilled,Landfilled,73,tonnes,4f32e45ddbf850053353c096c671c4c7,Retail
c2c42671-e117-ef11-840a-7c1e5205d72d,9Hvf7/gY9ZsfXclzgCkAcWlnNEshL3DlCaWHLMutyx6i6ZCufvmlxVwd8jlqKUHc5+SImjCqblohFNEPiIgxcg==,22-05-2024 02:17,Waste Management Inc,Scope 3,Waste generated in operations,Landfilled,22-05-2024,16-10-2022,01-11-2022,30-11-2022,USA,One Shop,O&S USA,Waste Management Inc,0,0,1562.5,kg,62.5,kg,3825,g,40264.85,kg,No,No,Landfilled,Landfilled,25,tonnes,7884c28bda9ac87dfdb5961938b03afb,Retail
611b2977-e117-ef11-840a-7c1e5205d72d,Z2cosT4nEfvbMrq3SLhzg0gbtwKUXBrGKLILUC2PNcz9nuC87+eMEbO9D9NxQyU3HJkIahv699CEfntK4v7KsA==,22-05-2024 02:17,Waste Management Inc,Scope 3,Waste generated in operations,Landfilled,22-05-2024,16-11-2023,01-12-2023,31-12-2023,USA,One Shop,O&S USA,Waste Management Inc,0,0,1625,kg,65,kg,3978,g,41875.444,kg,No,No,Landfilled,Landfilled,26,tonnes,9226cfa8bd20bfca82e6e54a3eeb8062,Retail
bec3db7a-e117-ef11-840a-6045bdaef7dd,iI5Nh9ENTvmRh0X96M48UEo45ur9f4dPCuifHfpqnfj32JTOHpIjcW4oulUb5qfKhUo/PEc5gwuKrPY2YtXm2w==,22-05-2024 02:17,Bio Service Nord,Scope 3,Waste generated in operations,Composted,22-05-2024,17-05-2022,01-06-2022,30-06-2022,DEU,One Shop,O&S Germany,Bio Service Nord,0,0,0.3,kg,2.5,kg,0.2,kg,69.6,kg,No,No,Composted,Composted,1,tonnes,3d8883c7d9127a414ff3b91d879ff0ab,Retail
ab4a6f73-e117-ef11-840a-002248d4f085,9LZiZlpYFxJDo9aCWHgREHbSVxg/+wMC+sgZq8/F5zQ1nUqiY3A299It2lkfcvg5NOg8OP4ECflMm9zqeddqOw==,22-05-2024 02:17,Bio Service Nord,Scope 3,Waste generated in operations,Landfilled,22-05-2024,14-12-2022,01-01-2023,31-01-2023,DEU,One Shop,O&S Germany,Bio Service Nord,0,0,27250,kg,1090,kg,66708,g,702218.984,kg,No,No,Landfilled,Landfilled,436,tonnes,9cfe506f7033a2d93d7fb06c51897c81,Retail
3b080c76-e117-ef11-840a-002248d4d4f0,rAj13aqpkylec3sBEHgzezi88W6QXnzJthrNG9gXTx1FL2TEQvnR6b23l52CccCwwlCyFeRkyq4eeNqdNuN2nA==,22-05-2024 02:17,Zhejiang Weiming Environment Protection Co. Ltd,Scope 3,Waste generated in operations,Landfilled,22-05-2024,12-08-2022,01-09-2022,30-09-2022,CHN,One Shop,O&S China,Zhejiang Weiming Environment Protection Co. Ltd,0,0,562.5,kg,22.5,kg,1377,g,14495.346,kg,No,No,Landfilled,Landfilled,9,tonnes,33a59420aec5495443c8b1b9f3379d52,Retail
3e1b2977-e117-ef11-840a-7c1e5205d72d,mcxADehD09TGZjNF5niXMfFNR+Lq9VJyxODHBTs+XA3EWA/Sd8oihe9QwgdfbN7QQQtLeOGo119nioTpS11hmQ==,22-05-2024 02:17,Waste Management Inc,Scope 3,Waste generated in operations,Landfilled,22-05-2024,13-10-2022,01-11-2022,30-11-2022,USA,One Shop,O&S USA,Waste Management Inc,0,0,1187.5,kg,47.5,kg,2907,g,30601.286,kg,No,No,Landfilled,Landfilled,19,tonnes,caab04a1905c6b3ca9a8476e21267888,Retail
95872874-e117-ef11-840a-7c1e520f31c6,PyRlc36vDYAR62/Mxg/Vkvv6KilF74cz/vRtKhU8JRDpa1i2y+Y0qHMm9HMl7R7cmLl0xX0K1vjbQVZ0bylbcw==,22-05-2024 02:17,Waste Management Inc,Scope 3,Waste generated in operations,Landfilled,22-05-2024,17-07-2023,01-08-2023,30-08-2023,USA,One Shop,O&S USA,Waste Management Inc,0,0,46687.5,kg,1867.5,kg,114291,g,1203113.718,kg,No,No,Landfilled,Landfilled,747,tonnes,782756161d227d489ed46ca1915a755d,Retail
a7872874-e117-ef11-840a-7c1e520f31c6,TvoY4/m3gLVdPt84MaFKH9mMX/N0RSnyy3EJZYeUL5X2suhLfcDT38pXSnKqYbEckJX99aeeu/y+gc4jq9rv9w==,22-05-2024 02:17,Bio Service Nord,Scope 3,Waste generated in operations,Composted,22-05-2024,14-09-2022,01-10-2022,31-10-2022,DEU,One Shop,O&S Germany,Bio Service Nord,0,0,12.9,kg,107.5,kg,8.6,kg,2992.8,kg,No,No,Composted,Composted,43,tonnes,5a7aff66cfe1e00f151951e9013779ec,Retail
36eadf74-e117-ef11-840a-6045bdaef7dd,YY1EC2M5ujwWqZEfOycfCJGdye1OFma4CVX0e5VtLqXnzcFdyWT5TRxmEvj8c5WkgJ2akWqONfxz6Mxcc1me7Q==,22-05-2024 02:17,Zhejiang Weiming Environment Protection Co. Ltd,Scope 3,Waste generated in operations,Landfilled,22-05-2024,17-03-2022,01-04-2022,30-04-2022,CHN,One Shop,O&S China,Zhejiang Weiming Environment Protection Co. Ltd,0,0,4875,kg,195,kg,11934,g,125626.332,kg,No,No,Landfilled,Landfilled,78,tonnes,f13027e4f878d2a5bb8ccd5de5566df3,Retail
431b2977-e117-ef11-840a-7c1e5205d72d,7EY9ps1Nqpi6eRIOzyr1uyY8sMO06+4JnvmBkndv69HCdw2BeL4gmTvGSv++5aWMjoVqhlaHLv/hhAUkKfwnZg==,22-05-2024 02:17,Waste Management Inc,Scope 3,Waste generated in operations,Landfilled,22-05-2024,14-01-2022,01-02-2022,28-02-2022,USA,One Shop,O&S USA,Waste Management Inc,0,0,5250,kg,210,kg,12852,g,135289.896,kg,No,No,Landfilled,Landfilled,84,tonnes,86dd386e151bbe7364bf03636fe139e6,Retail
7a58047c-e117-ef11-840a-002248d4d4f0,s+tqImyRqrvC1j+zDXFvMBQioz3thn8q3Qmcvw+Cjp/107qUgpYkOGthL+BlJqzQFfshiXnhaQLc6MssEe7Luw==,22-05-2024 02:17,Waste Management Inc,Scope 3,Waste generated in operations,Landfilled,22-05-2024,12-08-2022,01-09-2022,30-09-2022,USA,One Shop,O&S USA,Waste Management Inc,0,0,1062.5,kg,42.5,kg,2601,g,27380.098,kg,No,No,Landfilled,Landfilled,17,tonnes,43c4d303ee9c18eb45d788c8921343ff,Retail
a55c2874-e117-ef11-840a-6045bdaf1fd6,TfPjfGfmmaS6zIN46pwrikDTsiLu1JWn4mHiNooqbDH+1CQ8AyhQUtS9uwDcmhhk9lGlN1x4gGxzUZXUN0lYdw==,22-05-2024 02:17,Waste Management Inc,Scope 3,Waste generated in operations,Composted,22-05-2024,16-01-2023,01-02-2023,28-02-2023,USA,One Shop,O&S USA,Waste Management Inc,0,0,3.9,kg,32.5,kg,2.6,kg,904.8,kg,No,No,Composted,Composted,13,tonnes,3c98c2f7257939efabb4824241a86857,Retail
c6c42671-e117-ef11-840a-7c1e5205d72d,7dvq/9YqrNE8WK60c7hk6/g+S7md3wE+GVyEmLcyyNRGmV2VoHnG1T3xO5XUgW8kdjeIcOIq19nJ1elCjjshvQ==,22-05-2024 02:17,Zhejiang Weiming Environment Protection Co. Ltd,Scope 3,Waste generated in operations,Landfilled,22-05-2024,14-01-2023,01-02-2023,28-02-2023,CHN,One Shop,O&S China,Zhejiang Weiming Environment Protection Co. Ltd,0,0,2437.5,kg,97.5,kg,5967,g,62813.166,kg,No,No,Landfilled,Landfilled,39,tonnes,bdff30c04f9e5ed3852a9bea4919c965,Retail
d54a6f73-e117-ef11-840a-002248d4f085,UO3WppPjb2bpHMblNfUj3g4joqlp5H1Glv0fCsN+ESE/gGSpWs2lSTISaH017eZToXpfAYTGJSTYgD+hdYbERQ==,22-05-2024 02:17,Bio Service Nord,Scope 3,Waste generated in operations,Landfilled,22-05-2024,11-06-2023,01-07-2023,30-07-2023,DEU,One Shop,O&S Germany,Bio Service Nord,0,0,26250,kg,1050,kg,64260,g,676449.48,kg,No,No,Landfilled,Landfilled,420,tonnes,46ff2e651caf608e7d7f18b111f97a6c,Retail
52dc8879-e117-ef11-840a-6045bdcf29a6,NBeh3XGWIA3PVBkFQpx3KYC48IGdmazoQ0fxU2eiPWAM1/XujJN6USgYq3WWOavKVOtMQDcdqlqTIfYNwo6mrQ==,22-05-2024 02:17,Waste Management Inc,Scope 3,Waste generated in operations,Landfilled,22-05-2024,09-02-2022,01-03-2022,31-03-2022,USA,One Shop,O&S USA,Waste Management Inc,0,0,5000,kg,200,kg,12240,g,128847.52,kg,No,No,Landfilled,Landfilled,80,tonnes,ddd9cf32e90e0ec98d5b63e57e320056,Retail
7210c278-e117-ef11-840a-6045bdad28d3,KjiL89IFoDI87EYcoURxW8qnrHrEcCUSwG/IfFoHyZ9ZQ7kWZlnOBfbi3BXIGaWHTVNyWyjvp3bSV22WS1JUtg==,22-05-2024 02:17,Waste Management Inc,Scope 3,Waste generated in operations,Landfilled,22-05-2024,12-09-2022,01-10-2022,31-10-2022,USA,One Shop,O&S USA,Waste Management Inc,0,0,1562.5,kg,62.5,kg,3825,g,40264.85,kg,No,No,Landfilled,Landfilled,25,tonnes,7a7003fa1af3f7626c29b88d9e6ae6aa,Retail
70404278-e117-ef11-840a-6045bde823ec,QftliWNYXgvHR0eNFU2OvRzlRtsfhGllQ5xLvM0phjqBCSooEQabZw/1kseb/xEnsxv+Kui9WA0X4S7I7F1NVA==,22-05-2024 02:17,Bio Service Nord,Scope 3,Waste generated in operations,Composted,22-05-2024,14-10-2023,01-11-2023,30-11-2023,DEU,One Shop,O&S Germany,Bio Service Nord,0,0,34.8,kg,290,kg,23.2,kg,8073.6,kg,No,No,Composted,Composted,116,tonnes,83d7b143cb7717c1e44dd242b34d1647,Retail
