ORIGIN CORRELATION ID,BU_UNIT_IDN,FACILITY IDN,PRODUCT CATEGORY CODE,PRODUCT CATEGORY,MATERIAL,INDUSTRIAL PROCESS TYPE,VALUE CHAIN PARTNER,PRCSS DESC TEXT,INDUSTRY TYP CDE,ORDER IDN,QNTY RECVD NUM,QNTY RECVD NUM UNIT,ALLWD FOOD WASTGE LVL PRCNT NUM,ALLWD FOOD WASTGE LVL QTY NUM,ALLWD FOOD WASTGE LVL QTY NUM UNIT,IDEAL RETL OUTPUT NUM,IDEAL RETL OUTPUT NUM UNIT,FOOD EXPRD PRCNT NUM,QNTY_OF_FOOD_EXPRD_NUM,QNTY_OF_FOOD_EXPRD_NUM_UNIT,OTHER_FOOD_WASTE_PRCNT_NUM,QNTY OTHER FOOD WASTE NUM,QNTY OTHER FOOD WASTE NUM UNIT,WASTE QUANTITY,WASTE QUANTITY UNIT,FOOD PRCSSNG STGE OUTPT NUM,FOOD PRCSSNG STGE OUTPT NUM UNIT,INGRDNT COST NUM,INGRDNT COST NUM UNIT,CALCLTD WASTGE COST NUM ,CALCLTD WASTGE COST NUM UNIT,WASTE COLLCTN COST NUM,WASTE COLLCTN COST NUM UNIT,WASTE TRTMNT COST NUM,WASTE TRTMNT COST NUM UNIT,COST,COST UNIT,CONSUMPTION START DATE,CONSUMPTION END DATE,TRANSACTION DATE,WASTE GENRTN PRCSS TYP,WASTE GENRTN PRCSS CATGRY,WASTE DIVRSN METHD CDE,WASTE DIVRSN METHD SUB TYP CDE,WASTE DIVRSN SITE TYP CDE,HAZRD TYP CDE,DISPOSAL METHOD,SPEND TYPE,DATA QUALITY TYPE,EVIDENCE,EVIDENCE TXT 2,EVIDENCE TXT 3,FRST LOAD TME,FRST LOAD UPTD BY,LST UPDT TME,LST UPDT BY,SRC INFO,INDUSTRY,PLATFORM TYPE,COMPONENT ID,FACILITY,ORGANIZATIONAL UNIT
82689896099d7784125cbea6ca89bdce_IDEA_AZURE,OSG_FORET001,OS_USA0001,O&S_Snac001,Snack,Wheat,Food Retailing,Waste Management Inc,Retail,Retail,R_22ORD_FORET_USA_Sna_Whe2749,4684,tonnes,1.5,70.3,%,4614,tonnes,1.4,64.6,tonnes,1.3,59.98,%,195,tonnes,4489,tonnes,1350,USD per tonnes,263036,USD,7014,USD,21043,USD,291093,USD,01-04-2022,30-04-2022,17-03-2022,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management and Remediation Services,Estimated,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,05:40.2,Shubhra Priyadarshini,Demo_Data,Retail,IDEA_AZURE,,O&S USA,One Shop
f0e90756e1f6d3250cb8bff5bbda1484_IDEA_AZURE,OSG_FORET001,OS_GER0001,O&S_Fres001,Fresh Produce,Lettuce,Food Retailing,Bio Service Nord,Retail,Retail,R_22ORD_FORET_GER_Fre_Let1642,344,tonnes,1.5,5.2,%,338,tonnes,1.2,4.1,tonnes,1.1,3.72,%,13,tonnes,331,tonnes,2770,USD per tonnes,35835,USD,466,USD,1397,USD,37697,USD,01-06-2022,30-06-2022,14-05-2022,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management and Remediation Services,Estimated,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,05:40.2,Shubhra Priyadarshini,Demo_Data,Retail,IDEA_AZURE,,O&S Germany,One Shop
8cb0d9375d8d5cd99b81c9648f3d2c64_IDEA_AZURE,OSG_FORET001,OS_GER0001,O&S_Fres001,Fresh Produce,Tomato,Food Retailing,Bio Service Nord,Retail,Retail,R_22ORD_FORET_GER_Fre_Tom6510,6327,tonnes,1.5,94.9,%,6232,tonnes,1.3,81,tonnes,1.1,68.55,%,244,tonnes,6082,tonnes,4090,USD per tonnes,999875,USD,8801,USD,26403,USD,1035080,USD,01-07-2022,31-07-2022,12-06-2022,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management and Remediation Services,Estimated,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,05:40.2,Shubhra Priyadarshini,Demo_Data,Retail,IDEA_AZURE,,O&S Germany,One Shop
81c6f44a27a767dd653aab4af01ee757_IDEA_AZURE,OSG_FORET001,OS_CHI0001,O&S_Puls001,Pulses and Cereals,Red Kidney Beans,Food Retailing,Zhejiang Weiming Environment Protection Co. Ltd,Retail,Retail,R_23ORD_FORET_CHI_Pul_Red9219,893,tonnes,1.5,13.4,%,879,tonnes,1.5,13.2,tonnes,1.4,12.31,%,39,tonnes,854,tonnes,1370,USD per tonnes,53281,USD,1400,USD,4200,USD,58881,USD,01-01-2023,31-01-2023,13-12-2022,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management and Remediation Services,Estimated,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,05:40.2,Shubhra Priyadarshini,Demo_Data,Retail,IDEA_AZURE,,O&S China,One Shop
29b8e496e5341e1ecca8db7d587fc11f_IDEA_AZURE,OSG_FORET001,OS_GER0001,O&S_Fres001,Fresh Produce,Lettuce,Food Retailing,Bio Service Nord,Retail,Retail,R_23ORD_FORET_GER_Fre_Let8073,3840,tonnes,1.5,57.6,%,3783,tonnes,1.6,60.5,tonnes,1.1,41.61,%,160,tonnes,3680,tonnes,2770,USD per tonnes,442461,USD,5750,USD,17251,USD,465463,USD,01-03-2023,31-03-2023,13-02-2023,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management and Remediation Services,Estimated,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,05:40.2,Shubhra Priyadarshini,Demo_Data,Retail,IDEA_AZURE,,O&S Germany,One Shop
ceca01aaf193cbf273527c949cf656a0_IDEA_AZURE,OSG_FORET001,OS_USA0001,O&S_Snac001,Snack,Sugar,Food Retailing,Waste Management Inc,Retail,Retail,R_23ORD_FORET_USA_Sna_Sug7872,298,tonnes,1.5,4.5,%,294,tonnes,1.6,4.7,tonnes,1.5,4.41,%,14,tonnes,285,tonnes,460,USD per tonnes,6249,USD,489,USD,1467,USD,8205,USD,01-06-2023,30-06-2023,15-05-2023,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management and Remediation Services,Estimated,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,05:40.2,Shubhra Priyadarshini,Demo_Data,Retail,IDEA_AZURE,,O&S USA,One Shop
48e0e154df57a2227d3c68685457e9ac_IDEA_AZURE,OSG_FORET001,OS_USA0001,O&S_Bake001,Bakery and Bread,Apple,Food Retailing,Waste Management Inc,Retail,Retail,R_23ORD_FORET_USA_Bak_App1728,2433,tonnes,1.5,36.5,%,2397,tonnes,1.5,36,tonnes,1.1,26.36,%,99,tonnes,2334,tonnes,4470,USD per tonnes,441702,USD,3557,USD,10672,USD,455931,USD,01-08-2023,30-08-2023,14-07-2023,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management and Remediation Services,Estimated,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,05:40.2,Shubhra Priyadarshini,Demo_Data,Retail,IDEA_AZURE,,O&S USA,One Shop
6292765c632ad26209ae117bf92d7ab6_IDEA_AZURE,OSG_FORET001,OS_GER0001,O&S_Pant001,Pantry Essentials,Sugarcane,Food Retailing,Bio Service Nord,Retail,Retail,R_23ORD_FORET_GER_Pan_Sug8807,3100,tonnes,1.5,46.5,%,3054,tonnes,1.1,33.6,tonnes,1.5,45.81,%,126,tonnes,2974,tonnes,1380,USD per tonnes,173747,USD,4533,USD,45325,USD,223605,USD,01-08-2023,30-08-2023,12-07-2023,Expiry & Spillover,Solid,Waste diverted from disposal by recovery,Composting,Offsite,Non-Hazardous,Composted,Waste Management and Remediation Services,Estimated,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,05:40.2,Shubhra Priyadarshini,Demo_Data,Retail,IDEA_AZURE,,O&S Germany,One Shop
68bcf5dc526c6c74cc6ba734a7861db3_IDEA_AZURE,OSG_FORET001,OS_USA0001,O&S_Snac001,Snack,Sugar,Food Retailing,Waste Management Inc,Retail,Retail,R_23ORD_FORET_USA_Sna_Sug2785,275,tonnes,1.5,4.1,%,271,tonnes,1.4,3.8,tonnes,1.2,3.25,%,11,tonnes,264,tonnes,460,USD per tonnes,5132,USD,402,USD,1205,USD,6739,USD,01-10-2023,31-10-2023,14-09-2023,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management and Remediation Services,Estimated,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,05:40.2,Shubhra Priyadarshini,Demo_Data,Retail,IDEA_AZURE,,O&S USA,One Shop
fb36f8f4ff761bd7b284e599d12437d3_IDEA_AZURE,OSG_FORET001,OS_USA0001,O&S_Bake001,Bakery and Bread,Wheat,Food Retailing,Waste Management Inc,Retail,Retail,R_23ORD_FORET_USA_Bak_Whe7854,6975,tonnes,1.5,104.6,%,6870,tonnes,1.1,75.6,tonnes,1.5,103.06,%,283,tonnes,6692,tonnes,1350,USD per tonnes,382394,USD,10197,USD,30592,USD,423183,USD,01-12-2023,31-12-2023,11-11-2023,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management and Remediation Services,Estimated,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,05:40.2,Shubhra Priyadarshini,Demo_Data,Retail,IDEA_AZURE,,O&S USA,One Shop
c4833513f36dc2a72fa15dc6fea227ac_IDEA_AZURE,OSG_FORET001,OS_USA0001,O&S_Dair001,Dairy And Eggs,Eggs,Food Retailing,Waste Management Inc,Retail,Retail,R_24ORD_FORET_USA_Dai_Egg8971,480,tonnes,1.5,7.2,%,473,tonnes,1.8,8.5,tonnes,1.5,7.09,%,23,tonnes,457,tonnes,4840,USD per tonnes,110390,USD,821,USD,8211,USD,119422,USD,01-02-2024,29-02-2024,15-01-2024,Expiry & Spillover,Solid,Waste diverted from disposal by recovery,Composting,Offsite,Non-Hazardous,Composted,Waste Management and Remediation Services,Estimated,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,05:40.2,Shubhra Priyadarshini,Demo_Data,Retail,IDEA_AZURE,,O&S USA,One Shop
c9914a85c31ae64145b94f2e61141425_IDEA_AZURE,OSG_FORET001,OS_GER0001,O&S_Beve001,Beverages,Strawberries,Food Retailing,Bio Service Nord,Retail,Retail,R_23ORD_FORET_GER_Bev_Str7518,65,tonnes,1.5,1,%,64,tonnes,1.8,1.2,tonnes,1.5,0.96,%,3,tonnes,62,tonnes,5400,USD per tonnes,16732,USD,112,USD,1115,USD,17959,USD,01-03-2023,31-03-2023,10-02-2023,Expiry & Spillover,Solid,Waste diverted from disposal by recovery,Composting,Offsite,Non-Hazardous,Composted,Waste Management and Remediation Services,Estimated,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,05:40.2,Shubhra Priyadarshini,Demo_Data,Retail,IDEA_AZURE,,O&S Germany,One Shop
9309c8d3b85678559dfab8c26da2567d_IDEA_AZURE,OSG_FORET001,OS_GER0001,O&S_Beve001,Beverages,Milk,Food Retailing,Bio Service Nord,Retail,Retail,R_23ORD_FORET_GER_Bev_Mil5518,949,tonnes,1.5,14.2,%,935,tonnes,1.4,13.1,tonnes,1.2,11.22,%,39,tonnes,910,tonnes,660,USD per tonnes,25434,USD,1387,USD,13873,USD,40694,USD,01-11-2023,30-11-2023,12-10-2023,Expiry & Spillover,Solid,Waste diverted from disposal by recovery,Composting,Offsite,Non-Hazardous,Composted,Waste Management and Remediation Services,Estimated,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,05:40.2,Shubhra Priyadarshini,Demo_Data,Retail,IDEA_AZURE,,O&S Germany,One Shop
1e5358dd05bc3703d602d88c46b8ca1b_IDEA_AZURE,OSG_FORET001,OS_USA0001,O&S_Bake001,Bakery and Bread,Eggs,Food Retailing,Waste Management Inc,Retail,Retail,R_24ORD_FORET_USA_Bak_Egg9199,1896,tonnes,1.5,28.4,%,1867,tonnes,1.8,33.6,tonnes,1.4,26.14,%,88,tonnes,1808,tonnes,4840,USD per tonnes,426839,USD,3175,USD,9524,USD,439538,USD,01-03-2024,31-03-2024,11-02-2024,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management and Remediation Services,Estimated,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,05:40.2,Shubhra Priyadarshini,Demo_Data,Retail,IDEA_AZURE,,O&S USA,One Shop
3011ee33ac2a82e6315dd6caa3cf5329_IDEA_AZURE,OSG_FORET001,OS_USA0001,O&S_Bake001,Bakery and Bread,Butter,Food Retailing,Waste Management Inc,Retail,Retail,R_22ORD_FORET_USA_Bak_But8129,823,tonnes,1.5,12.3,%,811,tonnes,1.6,13,tonnes,1.3,10.54,%,36,tonnes,787,tonnes,6130,USD per tonnes,219863,USD,1291,USD,3874,USD,225028,USD,01-02-2022,28-02-2022,17-01-2022,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management and Remediation Services,Estimated,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,05:40.2,Shubhra Priyadarshini,Demo_Data,Retail,IDEA_AZURE,,O&S USA,One Shop
a4dab289cf091956682d5ec4d0367f23_IDEA_AZURE,OSG_FORET001,OS_CHI0001,O&S_SeaF001,Sea Food,Tiger Prawns,Food Retailing,Zhejiang Weiming Environment Protection Co. Ltd,Retail,Retail,R_22ORD_FORET_CHI_Sea_Tig1523,915,tonnes,1.5,13.7,%,901,tonnes,1.6,14.4,tonnes,1.3,11.71,%,40,tonnes,875,tonnes,7120,USD per tonnes,283745,USD,1435,USD,4304,USD,289484,USD,01-02-2022,28-02-2022,17-01-2022,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management and Remediation Services,Estimated,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,05:40.2,Shubhra Priyadarshini,Demo_Data,Retail,IDEA_AZURE,,O&S China,One Shop
96ed67346fc9a901fb9ebff6b9c741e8_IDEA_AZURE,OSG_FORET001,OS_CHI0001,O&S_Puls001,Pulses and Cereals,Split Bengal Gram (Chana Dal),Food Retailing,Zhejiang Weiming Environment Protection Co. Ltd,Retail,Retail,R_22ORD_FORET_CHI_Pul_Spl3056,175,tonnes,1.5,2.6,%,172,tonnes,1.6,2.8,tonnes,1.3,2.24,%,8,tonnes,167,tonnes,1330,USD per tonnes,10139,USD,274,USD,823,USD,11237,USD,01-03-2022,31-03-2022,11-02-2022,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management and Remediation Services,Estimated,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,05:40.2,Shubhra Priyadarshini,Demo_Data,Retail,IDEA_AZURE,,O&S China,One Shop
e29450aed4c075a821870a44315505a2_IDEA_AZURE,OSG_FORET001,OS_USA0001,O&S_Bake001,Bakery and Bread,Wheat,Food Retailing,Waste Management Inc,Retail,Retail,R_23ORD_FORET_USA_Bak_Whe5376,8069,tonnes,1.5,121,%,7948,tonnes,1.8,143.1,tonnes,1.2,95.38,%,359,tonnes,7710,tonnes,1350,USD per tonnes,485290,USD,12941,USD,38823,USD,537054,USD,01-01-2023,31-01-2023,13-12-2022,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management and Remediation Services,Estimated,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,05:40.2,Shubhra Priyadarshini,Demo_Data,Retail,IDEA_AZURE,,O&S USA,One Shop
1e8e3a0fab7324736ca4cf72393162dd_IDEA_AZURE,OSG_FORET001,OS_GER0001,O&S_Beve001,Beverages,Milk,Food Retailing,Bio Service Nord,Retail,Retail,R_23ORD_FORET_GER_Bev_Mil3161,949,tonnes,1.5,14.2,%,935,tonnes,1.2,11.2,tonnes,1.1,10.28,%,36,tonnes,913,tonnes,660,USD per tonnes,23583,USD,1286,USD,12864,USD,37733,USD,01-03-2023,31-03-2023,14-02-2023,Expiry & Spillover,Solid,Waste diverted from disposal by recovery,Composting,Offsite,Non-Hazardous,Composted,Waste Management and Remediation Services,Estimated,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,05:40.2,Shubhra Priyadarshini,Demo_Data,Retail,IDEA_AZURE,,O&S Germany,One Shop
435e32a566a37e93985c33f203682bc2_IDEA_AZURE,OSG_FORET001,OS_GER0001,O&S_Pant001,Pantry Essentials,Soyabean Oil,Food Retailing,Bio Service Nord,Retail,Retail,R_23ORD_FORET_GER_Pan_Soy4252,283,tonnes,1.5,4.2,%,279,tonnes,1.3,3.6,tonnes,1.1,3.07,%,11,tonnes,272,tonnes,1360,USD per tonnes,14876,USD,394,USD,3938,USD,19207,USD,01-03-2023,31-03-2023,10-02-2023,Expiry & Spillover,Solid,Waste diverted from disposal by recovery,Composting,Offsite,Non-Hazardous,Composted,Waste Management and Remediation Services,Estimated,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,05:40.2,Shubhra Priyadarshini,Demo_Data,Retail,IDEA_AZURE,,O&S Germany,One Shop
ee59089b87ea1913409411ac3fc8b0f7_IDEA_AZURE,OSG_FORET001,OS_GER0001,O&S_Beve001,Beverages,Sugar,Food Retailing,Bio Service Nord,Retail,Retail,R_23ORD_FORET_GER_Bev_Sug1175,71,tonnes,1.5,1.1,%,70,tonnes,1.4,1,tonnes,1.5,1.05,%,3,tonnes,68,tonnes,460,USD per tonnes,1424,USD,111,USD,1114,USD,2650,USD,01-04-2023,30-04-2023,15-03-2023,Expiry & Spillover,Solid,Waste diverted from disposal by recovery,Composting,Offsite,Non-Hazardous,Composted,Waste Management and Remediation Services,Estimated,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,05:40.2,Shubhra Priyadarshini,Demo_Data,Retail,IDEA_AZURE,,O&S Germany,One Shop
74aa82cc925f8b2ffe8e67ec6defde11_IDEA_AZURE,OSG_FORET001,OS_GER0001,O&S_Pant001,Pantry Essentials,Sugar,Food Retailing,Bio Service Nord,Retail,Retail,R_23ORD_FORET_GER_Pan_Sug7310,41,tonnes,1.5,0.6,%,41,tonnes,1.9,0.8,tonnes,1.4,0.57,%,2,tonnes,39,tonnes,460,USD per tonnes,904,USD,71,USD,708,USD,1682,USD,01-05-2023,30-05-2023,13-04-2023,Expiry & Spillover,Solid,Waste diverted from disposal by recovery,Composting,Offsite,Non-Hazardous,Composted,Waste Management and Remediation Services,Estimated,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,05:40.2,Shubhra Priyadarshini,Demo_Data,Retail,IDEA_AZURE,,O&S Germany,One Shop
8ec1c948c6990a3f9859229bfd256db6_IDEA_AZURE,OSG_FORET001,OS_USA0001,O&S_Bake001,Bakery and Bread,Butter,Food Retailing,Waste Management Inc,Retail,Retail,R_23ORD_FORET_USA_Bak_But7738,852,tonnes,1.5,12.8,%,839,tonnes,1.8,15.1,tonnes,1.5,12.58,%,40,tonnes,811,tonnes,6130,USD per tonnes,248035,USD,1457,USD,4370,USD,253862,USD,01-09-2023,30-09-2023,16-08-2023,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management and Remediation Services,Estimated,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,05:40.2,Shubhra Priyadarshini,Demo_Data,Retail,IDEA_AZURE,,O&S USA,One Shop
c7eaa9b695f157bcef2bd791b931152b_IDEA_AZURE,OSG_FORET001,OS_USA0001,O&S_Bake001,Bakery and Bread,Apple,Food Retailing,Waste Management Inc,Retail,Retail,R_22ORD_FORET_USA_Bak_App8802,1772,tonnes,1.5,26.6,%,1745,tonnes,1.4,24.4,tonnes,1.2,20.94,%,72,tonnes,1700,tonnes,4470,USD per tonnes,321612,USD,2590,USD,7770,USD,331973,USD,01-04-2022,30-04-2022,12-03-2022,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management and Remediation Services,Estimated,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,05:40.2,Shubhra Priyadarshini,Demo_Data,Retail,IDEA_AZURE,,O&S USA,One Shop
e731bf98f9832d7f2ff210d5cb4acca9_IDEA_AZURE,OSG_FORET001,OS_GER0001,O&S_Beve001,Beverages,Milk,Food Retailing,Bio Service Nord,Retail,Retail,R_22ORD_FORET_GER_Bev_Mil4724,945,tonnes,1.5,14.2,%,931,tonnes,1.4,13,tonnes,1.2,11.17,%,38,tonnes,907,tonnes,660,USD per tonnes,25333,USD,1382,USD,13818,USD,40532,USD,01-10-2022,31-10-2022,13-09-2022,Expiry & Spillover,Solid,Waste diverted from disposal by recovery,Composting,Offsite,Non-Hazardous,Composted,Waste Management and Remediation Services,Estimated,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,05:40.2,Shubhra Priyadarshini,Demo_Data,Retail,IDEA_AZURE,,O&S Germany,One Shop
b8a21c222943e5374ef657b1b5a1b368_IDEA_AZURE,OSG_FORET001,OS_GER0001,O&S_Pant001,Pantry Essentials,Sugar,Food Retailing,Bio Service Nord,Retail,Retail,R_22ORD_FORET_GER_Pan_Sug6055,9,tonnes,1.5,0.1,%,8,tonnes,1.3,0.1,tonnes,1.4,0.12,%,0,tonnes,8,tonnes,460,USD per tonnes,163,USD,13,USD,128,USD,304,USD,01-10-2022,31-10-2022,13-09-2022,Expiry & Spillover,Solid,Waste diverted from disposal by recovery,Composting,Offsite,Non-Hazardous,Composted,Waste Management and Remediation Services,Estimated,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,05:40.2,Shubhra Priyadarshini,Demo_Data,Retail,IDEA_AZURE,,O&S Germany,One Shop
f5bdc305b3649bba9118d21032eca353_IDEA_AZURE,OSG_FORET001,OS_USA0001,O&S_Bake001,Bakery and Bread,Wheat,Food Retailing,Waste Management Inc,Retail,Retail,R_22ORD_FORET_USA_Bak_Whe5180,3807,tonnes,1.5,57.1,%,3750,tonnes,1.5,56.3,tonnes,1.2,45,%,158,tonnes,3649,tonnes,1350,USD per tonnes,213796,USD,5701,USD,17104,USD,236601,USD,01-12-2022,31-12-2022,14-11-2022,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management and Remediation Services,Estimated,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,05:40.2,Shubhra Priyadarshini,Demo_Data,Retail,IDEA_AZURE,,O&S USA,One Shop
72fd4b439bd46799868938f5d5ba4c1b_IDEA_AZURE,OSG_FORET001,OS_GER0001,O&S_Pant001,Pantry Essentials,Eggs,Food Retailing,Bio Service Nord,Retail,Retail,R_22ORD_FORET_GER_Pan_Egg3536,38,tonnes,1.5,0.6,%,37,tonnes,1.8,0.7,tonnes,1.2,0.45,%,2,tonnes,36,tonnes,4840,USD per tonnes,8185,USD,61,USD,609,USD,8855,USD,01-12-2022,31-12-2022,11-11-2022,Expiry & Spillover,Solid,Waste diverted from disposal by recovery,Composting,Offsite,Non-Hazardous,Composted,Waste Management and Remediation Services,Estimated,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,05:40.2,Shubhra Priyadarshini,Demo_Data,Retail,IDEA_AZURE,,O&S Germany,One Shop
61d62f78d5347e8b3d2dc279b1b66f00_IDEA_AZURE,OSG_FORET001,OS_GER0001,O&S_Fres001,Fresh Produce,Potato,Food Retailing,Bio Service Nord,Retail,Retail,R_23ORD_FORET_GER_Fre_Pot1405,2910,tonnes,1.5,43.6,%,2866,tonnes,2,57.3,tonnes,1.1,31.53,%,133,tonnes,2777,tonnes,2730,USD per tonnes,361734,USD,4770,USD,14310,USD,380814,USD,01-09-2023,30-09-2023,14-08-2023,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management and Remediation Services,Estimated,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,05:40.2,Shubhra Priyadarshini,Demo_Data,Retail,IDEA_AZURE,,O&S Germany,One Shop
aad4fc6e29e0b37775b3270e7aa2d633_IDEA_AZURE,OSG_FORET001,OS_GER0001,O&S_Pant001,Pantry Essentials,Canola Seed,Food Retailing,Bio Service Nord,Retail,Retail,R_22ORD_FORET_GER_Pan_Can6592,2659,tonnes,1.5,39.9,%,2619,tonnes,1.4,36.7,tonnes,1.3,34.05,%,111,tonnes,2548,tonnes,1350,USD per tonnes,149312,USD,3982,USD,39817,USD,193111,USD,01-04-2022,30-04-2022,16-03-2022,Expiry & Spillover,Solid,Waste diverted from disposal by recovery,Composting,Offsite,Non-Hazardous,Composted,Waste Management and Remediation Services,Estimated,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,05:40.2,Shubhra Priyadarshini,Demo_Data,Retail,IDEA_AZURE,,O&S Germany,One Shop
483edb5942d4dd90b372276bbe337609_IDEA_AZURE,OSG_FORET001,OS_CHI0001,O&S_SeaF001,Sea Food,Tiger Prawns,Food Retailing,Zhejiang Weiming Environment Protection Co. Ltd,Retail,Retail,R_22ORD_FORET_CHI_Sea_Tig9537,945,tonnes,1.5,14.2,%,930,tonnes,1.2,11.2,tonnes,1.1,10.24,%,36,tonnes,909,tonnes,7120,USD per tonnes,253259,USD,1281,USD,3842,USD,258381,USD,01-05-2022,31-05-2022,13-04-2022,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management and Remediation Services,Estimated,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,05:40.2,Shubhra Priyadarshini,Demo_Data,Retail,IDEA_AZURE,,O&S China,One Shop
9a96736ecb53ce97191ca15a498ca0ac_IDEA_AZURE,OSG_FORET001,OS_USA0001,O&S_Bake001,Bakery and Bread,Milk,Food Retailing,Waste Management Inc,Retail,Retail,R_23ORD_FORET_USA_Bak_Mil4491,1897,tonnes,1.5,28.5,%,1868,tonnes,1.6,29.9,tonnes,1.2,22.42,%,81,tonnes,1816,tonnes,660,USD per tonnes,53308,USD,2908,USD,8723,USD,64939,USD,01-02-2023,28-02-2023,17-01-2023,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management and Remediation Services,Estimated,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,05:40.2,Shubhra Priyadarshini,Demo_Data,Retail,IDEA_AZURE,,O&S USA,One Shop
da017b2448c86b953aa42bcb899328ae_IDEA_AZURE,OSG_FORET001,OS_GER0001,O&S_Fres001,Fresh Produce,Apple,Food Retailing,Bio Service Nord,Retail,Retail,R_22ORD_FORET_GER_Fre_App9818,49,tonnes,1.5,0.7,%,48,tonnes,1.2,0.6,tonnes,1.1,0.53,%,2,tonnes,47,tonnes,4470,USD per tonnes,8261,USD,67,USD,200,USD,8527,USD,01-06-2022,30-06-2022,14-05-2022,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management and Remediation Services,Estimated,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,05:40.2,Shubhra Priyadarshini,Demo_Data,Retail,IDEA_AZURE,,O&S Germany,One Shop
