"ORIGIN_CORRELATION_ID","BU_UNIT_IDN","FACILITY_IDN","PRODUCT_CATEGORY_CODE","PRODUCT_CATEGORY","MATERIAL","INDUSTRIAL_PROCESS_TYPE","VALUE_CHAIN_PARTNER","PRCSS_DESC_TEXT","INDUSTRY_TYP_CDE","ORDER_IDN","QNTY_RECVD_NUM","QNTY_RECVD_NUM_UNIT","ALLWD_FOOD_WASTGE_LVL_PRCNT_NUM","ALLWD_FOOD_WASTGE_LVL_QTY_NUM","ALLWD_FOOD_WASTGE_LVL_QTY_NUM_UNIT","IDEAL_RETL_OUTPUT_NUM","IDEAL_RETL_OUTPUT_NUM_UNIT","FOOD_EXPRD_PRCNT_NUM","QNTY_OF_FOOD_EXPRD_NUM","QNTY_OF_FOOD_EXPRD_NUM_UNIT","OTHER_FOOD_WASTE_PRCNT_NUM","QNTY_OTHER_FOOD_WASTE_NUM","QNTY_OTHER_FOOD_WASTE_NUM_UNIT","WASTE_QUANTITY","WASTE_QUANTITY_UNIT","FOOD_PRCSSNG_STGE_OUTPT_NUM","FOOD_PRCSSNG_STGE_OUTPT_NUM_UNIT","INGRDNT_COST_NUM","INGRDNT_COST_NUM_UNIT","CALCLTD_WASTGE_COST_NUM","CALCLTD_WASTGE_COST_NUM_UNIT","WASTE_COLLCTN_COST_NUM","WASTE_COLLCTN_COST_NUM_UNIT","WASTE_TRTMNT_COST_NUM","WASTE_TRTMNT_COST_NUM_UNIT","COST","COST_UNIT","CONSUMPTION_START_DATE","CONSUMPTION_END_DATE","TRANSACTION_DATE","WASTE_GENRTN_PRCSS_TYP","WASTE_GENRTN_PRCSS_CATGRY","WASTE_DIVRSN_METHD_CDE","WASTE_DIVRSN_METHD_SUB_TYP_CDE","WASTE_DIVRSN_SITE_TYP_CDE","HAZRD_TYP_CDE","DISPOSAL_METHOD","SPEND_TYPE","DATA_QUALITY_TYPE","EVIDENCE","EVIDENCE_TXT_2","EVIDENCE_TXT_3","FRST_LOAD_TME","FRST_LOAD_UPTD_BY","LST_UPDT_TME","LST_UPDT_BY","SRC_INFO","INDUSTRY","PLATFORM_TYPE","COMPONENT_ID","FACILITY","ORGANIZATIONAL_UNIT"
"685274a4af6f50ebfa8af30eba8b8ad3_IDEA_AZURE",OSG_FORET001,OS_USA0001,O&S_Dair001,Dairy And Eggs,Milk,Food Retailing,Waste Management Inc,Retail,Retail,R_23ORD_FORET_USA_Dai_Mil7406,288.00,tonnes,1.50,4.30,%,283.00,tonnes,1.50,4.20,tonnes,1.50,4.25,%,13.00,tonnes,275.00,tonnes,660.00,USD per tonnes,8456.00,USD,461.00,USD,4613.00,USD,13530.00,USD,2023-11-01,2023-11-30,2023-10-15,Expiry & Spillover,Solid,Waste diverted from disposal by recovery,Composting,Offsite,Non-Hazardous,Composted,Waste Management and Remediation Services,Estimated,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15 14:05:40.224,Shubhra Priyadarshini,Demo_Data,Retail,IDEA_AZURE,,O&S USA,One Shop
f96d4bc6c382f1af95f8ef6fab12d773_IDEA_AZURE,OSG_FORET001,OS_GER0001,O&S_Beve001,Beverages,Carrot,Food Retailing,Bio Service Nord,Retail,Retail,R_22ORD_FORET_GER_Bev_Car1077,1.00,tonnes,1.50,0.00,%,1.00,tonnes,1.60,0.00,tonnes,1.30,0.01,%,0.00,tonnes,1.00,tonnes,2730.00,USD per tonnes,104.00,USD,1.00,USD,14.00,USD,119.00,USD,2022-03-01,2022-03-31,2022-02-09,Expiry & Spillover,Solid,Waste diverted from disposal by recovery,Composting,Offsite,Non-Hazardous,Composted,Waste Management and Remediation Services,Estimated,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15 14:05:40.224,Shubhra Priyadarshini,Demo_Data,Retail,IDEA_AZURE,,O&S Germany,One Shop
"561b5824d2ee2fb9ba79adb866d1b29b_IDEA_AZURE",OSG_FORET001,OS_CHI0001,O&S_Puls001,Pulses and Cereals,Sugar,Food Retailing,Zhejiang Weiming Environment Protection Co. Ltd,Retail,Retail,R_22ORD_FORET_CHI_Pul_Sug9783,41.00,tonnes,1.50,0.60,%,41.00,tonnes,1.20,0.50,tonnes,1.10,0.45,%,2.00,tonnes,40.00,tonnes,460.00,USD per tonnes,716.00,USD,56.00,USD,168.00,USD,940.00,USD,2022-05-01,2022-05-31,2022-04-12,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management and Remediation Services,Estimated,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15 14:05:40.224,Shubhra Priyadarshini,Demo_Data,Retail,IDEA_AZURE,,O&S China,One Shop
"70fa7abc1ba37c35d49b3af82625cb3b_IDEA_AZURE",OSG_FORET001,OS_USA0001,O&S_Bake001,Bakery and Bread,Wheat,Food Retailing,Waste Management Inc,Retail,Retail,R_22ORD_FORET_USA_Bak_Whe4244,3769.00,tonnes,1.50,56.50,%,3713.00,tonnes,1.20,44.60,tonnes,1.10,40.84,%,142.00,tonnes,3627.00,tonnes,1350.00,USD per tonnes,191614.00,USD,5110.00,USD,15329.00,USD,212053.00,USD,2022-09-01,2022-09-30,2022-08-12,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management and Remediation Services,Estimated,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15 14:05:40.224,Shubhra Priyadarshini,Demo_Data,Retail,IDEA_AZURE,,O&S USA,One Shop
bc34e3ac4fc173c2eed03695d4d0a681_IDEA_AZURE,OSG_FORET001,OS_USA0001,O&S_Bake001,Bakery and Bread,Wheat,Food Retailing,Waste Management Inc,Retail,Retail,R_23ORD_FORET_USA_Bak_Whe3572,8069.00,tonnes,1.50,121.00,%,7948.00,tonnes,1.20,95.40,tonnes,1.30,103.32,%,320.00,tonnes,7749.00,tonnes,1350.00,USD per tonnes,431641.00,USD,11510.00,USD,34531.00,USD,477683.00,USD,2023-04-01,2023-04-30,2023-03-16,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management and Remediation Services,Estimated,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15 14:05:40.224,Shubhra Priyadarshini,Demo_Data,Retail,IDEA_AZURE,,O&S USA,One Shop
"53a2bd7e65d0204e97334fe1a36ed5fc_IDEA_AZURE",OSG_FORET001,OS_USA0001,O&S_Meat001,Meat,Lamb meat,Food Retailing,Waste Management Inc,Retail,Retail,R_23ORD_FORET_USA_Mea_Lam2129,1468.00,tonnes,1.50,22.00,%,1446.00,tonnes,1.90,27.50,tonnes,1.20,17.35,%,67.00,tonnes,1401.00,tonnes,6020.00,USD per tonnes,402289.00,USD,2406.00,USD,7217.00,USD,411912.00,USD,2023-06-01,2023-06-30,2023-05-17,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management and Remediation Services,Estimated,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15 14:05:40.224,Shubhra Priyadarshini,Demo_Data,Retail,IDEA_AZURE,,O&S USA,One Shop
"88de923e0bb42635f456498f2abe5f42_IDEA_AZURE",OSG_FORET001,OS_USA0001,O&S_Bake001,Bakery and Bread,Sugar,Food Retailing,Waste Management Inc,Retail,Retail,R_22ORD_FORET_USA_Bak_Sug2126,366.00,tonnes,1.50,5.50,%,360.00,tonnes,2.00,7.20,tonnes,1.30,4.68,%,17.00,tonnes,348.00,tonnes,460.00,USD per tonnes,7994.00,USD,626.00,USD,1877.00,USD,10496.00,USD,2022-01-01,2022-01-31,2021-12-17,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management and Remediation Services,Estimated,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15 14:05:40.224,Shubhra Priyadarshini,Demo_Data,Retail,IDEA_AZURE,,O&S USA,One Shop
"2f1fda8a183ce4de19042c0935b9e48b_IDEA_AZURE",OSG_FORET001,OS_USA0001,O&S_Dair001,Dairy And Eggs,Milk,Food Retailing,Waste Management Inc,Retail,Retail,R_22ORD_FORET_USA_Dai_Mil2247,944.00,tonnes,1.50,14.20,%,930.00,tonnes,1.30,12.10,tonnes,1.50,13.95,%,40.00,tonnes,904.00,tonnes,660.00,USD per tonnes,26535.00,USD,1447.00,USD,14474.00,USD,42456.00,USD,2022-08-01,2022-08-31,2022-07-16,Expiry & Spillover,Solid,Waste diverted from disposal by recovery,Composting,Offsite,Non-Hazardous,Composted,Waste Management and Remediation Services,Estimated,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15 14:05:40.224,Shubhra Priyadarshini,Demo_Data,Retail,IDEA_AZURE,,O&S USA,One Shop
e8f5d04b73eed2bd8ce5ec1a378c305c_IDEA_AZURE,OSG_FORET001,OS_USA0001,O&S_Bake001,Bakery and Bread,Apple,Food Retailing,Waste Management Inc,Retail,Retail,R_22ORD_FORET_USA_Bak_App4716,1911.00,tonnes,1.50,28.70,%,1882.00,tonnes,1.50,28.20,tonnes,1.10,20.70,%,78.00,tonnes,1833.00,tonnes,4470.00,USD per tonnes,346818.00,USD,2793.00,USD,8379.00,USD,357991.00,USD,2022-08-01,2022-08-31,2022-07-12,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management and Remediation Services,Estimated,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15 14:05:40.224,Shubhra Priyadarshini,Demo_Data,Retail,IDEA_AZURE,,O&S USA,One Shop
b6796cede391d4fb4cbc1c5308b70615_IDEA_AZURE,OSG_FORET001,OS_USA0001,O&S_Bake001,Bakery and Bread,Butter,Food Retailing,Waste Management Inc,Retail,Retail,R_22ORD_FORET_USA_Bak_But3147,852.00,tonnes,1.50,12.80,%,839.00,tonnes,2.00,16.80,tonnes,1.10,9.23,%,39.00,tonnes,813.00,tonnes,6130.00,USD per tonnes,237681.00,USD,1396.00,USD,4188.00,USD,243264.00,USD,2022-11-01,2022-11-30,2022-10-12,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management and Remediation Services,Estimated,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15 14:05:40.224,Shubhra Priyadarshini,Demo_Data,Retail,IDEA_AZURE,,O&S USA,One Shop
d869cefabaaefc9c1ef2dcea06e6cc42_IDEA_AZURE,OSG_FORET001,OS_CHI0001,O&S_Puls001,Pulses and Cereals,Wheat,Food Retailing,Zhejiang Weiming Environment Protection Co. Ltd,Retail,Retail,R_23ORD_FORET_CHI_Pul_Whe2294,3374.00,tonnes,1.50,50.60,%,3323.00,tonnes,1.50,49.80,tonnes,1.20,39.88,%,140.00,tonnes,3233.00,tonnes,1350.00,USD per tonnes,189437.00,USD,5052.00,USD,15155.00,USD,209644.00,USD,2023-05-01,2023-05-30,2023-04-16,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management and Remediation Services,Estimated,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15 14:05:40.224,Shubhra Priyadarshini,Demo_Data,Retail,IDEA_AZURE,,O&S China,One Shop
"45bed4eaf7ec9cc1afe9e0c218e7f897_IDEA_AZURE",OSG_FORET001,OS_GER0001,O&S_Fres001,Fresh Produce,Apple,Food Retailing,Bio Service Nord,Retail,Retail,R_22ORD_FORET_GER_Fre_App1181,48.00,tonnes,1.50,0.70,%,47.00,tonnes,1.60,0.80,tonnes,1.30,0.61,%,2.00,tonnes,46.00,tonnes,4470.00,USD per tonnes,9313.00,USD,75.00,USD,225.00,USD,9613.00,USD,2022-03-01,2022-03-31,2022-02-09,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management and Remediation Services,Estimated,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15 14:05:40.224,Shubhra Priyadarshini,Demo_Data,Retail,IDEA_AZURE,,O&S Germany,One Shop
"433f9dc756c85067f00ee7ed0d33f702_IDEA_AZURE",OSG_FORET001,OS_USA0001,O&S_Snac001,Snack,Coffee Powder,Food Retailing,Waste Management Inc,Retail,Retail,R_24ORD_FORET_USA_Sna_Cof7564,550.00,tonnes,1.50,8.30,%,542.00,tonnes,1.40,7.60,tonnes,1.50,8.13,%,24.00,tonnes,526.00,tonnes,4230.00,USD per tonnes,101360.00,USD,863.00,USD,2588.00,USD,104811.00,USD,2024-02-01,2024-02-29,2024-01-13,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management and Remediation Services,Estimated,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15 14:05:40.224,Shubhra Priyadarshini,Demo_Data,Retail,IDEA_AZURE,,O&S USA,One Shop
f48cc917679ed5935f72056b76ec9378_IDEA_AZURE,OSG_FORET001,OS_USA0001,O&S_Snac001,Snack,Banana,Food Retailing,Waste Management Inc,Retail,Retail,R_22ORD_FORET_USA_Sna_Ban7722,70.00,tonnes,1.50,1.00,%,69.00,tonnes,1.60,1.10,tonnes,1.30,0.90,%,3.00,tonnes,67.00,tonnes,1350.00,USD per tonnes,4116.00,USD,110.00,USD,329.00,USD,4556.00,USD,2022-03-01,2022-03-31,2022-02-10,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management and Remediation Services,Estimated,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15 14:05:40.224,Shubhra Priyadarshini,Demo_Data,Retail,IDEA_AZURE,,O&S USA,One Shop
f630d2807ffbac8f94fc932e5d3dce0e_IDEA_AZURE,OSG_FORET001,OS_USA0001,O&S_Bake001,Bakery and Bread,Butter,Food Retailing,Waste Management Inc,Retail,Retail,R_22ORD_FORET_USA_Bak_But5549,823.00,tonnes,1.50,12.30,%,811.00,tonnes,1.60,13.00,tonnes,1.30,10.54,%,36.00,tonnes,787.00,tonnes,6130.00,USD per tonnes,219863.00,USD,1291.00,USD,3874.00,USD,225028.00,USD,2022-03-01,2022-03-31,2022-02-14,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management and Remediation Services,Estimated,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15 14:05:40.224,Shubhra Priyadarshini,Demo_Data,Retail,IDEA_AZURE,,O&S USA,One Shop
"30f6ad7be51104fe464ca8ad7489c7fc_IDEA_AZURE",OSG_FORET001,OS_USA0001,O&S_Bake001,Bakery and Bread,Wheat,Food Retailing,Waste Management Inc,Retail,Retail,R_22ORD_FORET_USA_Bak_Whe6316,8069.00,tonnes,1.50,121.00,%,7948.00,tonnes,1.30,103.30,tonnes,1.30,103.32,%,328.00,tonnes,7741.00,tonnes,1350.00,USD per tonnes,442371.00,USD,11797.00,USD,35390.00,USD,489557.00,USD,2022-11-01,2022-11-30,2022-10-15,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management and Remediation Services,Estimated,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15 14:05:40.224,Shubhra Priyadarshini,Demo_Data,Retail,IDEA_AZURE,,O&S USA,One Shop
"78685300c9098e280db21c9b29a963eb_IDEA_AZURE",OSG_FORET001,OS_GER0001,O&S_Beve001,Beverages,Ginger,Food Retailing,Bio Service Nord,Retail,Retail,R_23ORD_FORET_GER_Bev_Gin9252,2904.00,tonnes,1.50,43.60,%,2861.00,tonnes,1.60,45.80,tonnes,1.40,40.05,%,129.00,tonnes,2775.00,tonnes,1490.00,USD per tonnes,192785.00,USD,4658.00,USD,46579.00,USD,244022.00,USD,2023-01-01,2023-01-31,2022-12-13,Expiry & Spillover,Solid,Waste diverted from disposal by recovery,Composting,Offsite,Non-Hazardous,Composted,Waste Management and Remediation Services,Estimated,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15 14:05:40.224,Shubhra Priyadarshini,Demo_Data,Retail,IDEA_AZURE,,O&S Germany,One Shop
f208c303600d256e7b5634c10cd86747_IDEA_AZURE,OSG_FORET001,OS_CHI0001,O&S_Puls001,Pulses and Cereals,Wheat,Food Retailing,Zhejiang Weiming Environment Protection Co. Ltd,Retail,Retail,R_23ORD_FORET_CHI_Pul_Whe1584,3124.00,tonnes,1.50,46.90,%,3077.00,tonnes,1.50,46.10,tonnes,1.40,43.07,%,136.00,tonnes,2987.00,tonnes,1350.00,USD per tonnes,183702.00,USD,4899.00,USD,14696.00,USD,203297.00,USD,2023-02-01,2023-02-28,2023-01-14,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management and Remediation Services,Estimated,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15 14:05:40.224,Shubhra Priyadarshini,Demo_Data,Retail,IDEA_AZURE,,O&S China,One Shop
"805268d214a73fc852144c1782116deb_IDEA_AZURE",OSG_FORET001,OS_CHI0001,O&S_SeaF001,Sea Food,Tiger Prawns,Food Retailing,Zhejiang Weiming Environment Protection Co. Ltd,Retail,Retail,R_23ORD_FORET_CHI_Sea_Tig8057,1036.00,tonnes,1.50,15.50,%,1020.00,tonnes,1.80,18.40,tonnes,1.30,13.27,%,47.00,tonnes,989.00,tonnes,7120.00,USD per tonnes,335881.00,USD,1698.00,USD,5095.00,USD,342674.00,USD,2023-10-01,2023-10-31,2023-09-14,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management and Remediation Services,Estimated,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15 14:05:40.224,Shubhra Priyadarshini,Demo_Data,Retail,IDEA_AZURE,,O&S China,One Shop
"24911133ce9799e42e9fa20e6ea4c870_IDEA_AZURE",OSG_FORET001,OS_GER0001,O&S_Beve001,Beverages,Milk,Food Retailing,Bio Service Nord,Retail,Retail,R_22ORD_FORET_GER_Bev_Mil2397,943.00,tonnes,1.50,14.10,%,929.00,tonnes,2.00,18.60,tonnes,1.10,10.22,%,43.00,tonnes,900.00,tonnes,660.00,USD per tonnes,28348.00,USD,1546.00,USD,15462.00,USD,45356.00,USD,2022-04-01,2022-04-30,2022-03-15,Expiry & Spillover,Solid,Waste diverted from disposal by recovery,Composting,Offsite,Non-Hazardous,Composted,Waste Management and Remediation Services,Estimated,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15 14:05:40.224,Shubhra Priyadarshini,Demo_Data,Retail,IDEA_AZURE,,O&S Germany,One Shop
"8bbc800776d8821e6540499a197de8be_IDEA_AZURE",OSG_FORET001,OS_GER0001,O&S_Beve001,Beverages,Strawberries,Food Retailing,Bio Service Nord,Retail,Retail,R_22ORD_FORET_GER_Bev_Str5646,64.00,tonnes,1.50,1.00,%,63.00,tonnes,1.50,0.90,tonnes,1.20,0.76,%,3.00,tonnes,61.00,tonnes,5400.00,USD per tonnes,14358.00,USD,96.00,USD,957.00,USD,15411.00,USD,2022-11-01,2022-11-30,2022-10-13,Expiry & Spillover,Solid,Waste diverted from disposal by recovery,Composting,Offsite,Non-Hazardous,Composted,Waste Management and Remediation Services,Estimated,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15 14:05:40.224,Shubhra Priyadarshini,Demo_Data,Retail,IDEA_AZURE,,O&S Germany,One Shop
de032aa57c95897a7fc65cf0c260b98c_IDEA_AZURE,OSG_FORET001,OS_CHI0001,O&S_Puls001,Pulses and Cereals,Sugar,Food Retailing,Zhejiang Weiming Environment Protection Co. Ltd,Retail,Retail,R_23ORD_FORET_CHI_Pul_Sug5213,231.00,tonnes,1.50,3.50,%,228.00,tonnes,1.30,3.00,tonnes,1.30,2.96,%,9.00,tonnes,222.00,tonnes,460.00,USD per tonnes,4318.00,USD,338.00,USD,1014.00,USD,5670.00,USD,2023-07-01,2023-07-30,2023-06-16,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management and Remediation Services,Estimated,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15 14:05:40.224,Shubhra Priyadarshini,Demo_Data,Retail,IDEA_AZURE,,O&S China,One Shop
"52b39c1708f65ed964c7c2f84b682ff4_IDEA_AZURE",OSG_FORET001,OS_CHI0001,O&S_Puls001,Pulses and Cereals,Split Bengal Gram (Chana Dal),Food Retailing,Zhejiang Weiming Environment Protection Co. Ltd,Retail,Retail,R_23ORD_FORET_CHI_Pul_Spl4509,1800.00,tonnes,1.50,27.00,%,1773.00,tonnes,1.20,21.30,tonnes,1.30,23.05,%,71.00,tonnes,1729.00,tonnes,1330.00,USD per tonnes,94869.00,USD,2568.00,USD,7704.00,USD,105140.00,USD,2023-11-01,2023-11-30,2023-10-15,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management and Remediation Services,Estimated,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15 14:05:40.224,Shubhra Priyadarshini,Demo_Data,Retail,IDEA_AZURE,,O&S China,One Shop
"577020a1cc95a00d8eea0efb094cfc22_IDEA_AZURE",OSG_FORET001,OS_GER0001,O&S_Pant001,Pantry Essentials,Canola Seed,Food Retailing,Bio Service Nord,Retail,Retail,R_22ORD_FORET_GER_Pan_Can4026,2637.00,tonnes,1.50,39.60,%,2597.00,tonnes,1.20,31.20,tonnes,1.50,38.96,%,110.00,tonnes,2527.00,tonnes,1350.00,USD per tonnes,148059.00,USD,3948.00,USD,39482.00,USD,191490.00,USD,2022-01-01,2022-01-31,2021-12-13,Expiry & Spillover,Solid,Waste diverted from disposal by recovery,Composting,Offsite,Non-Hazardous,Composted,Waste Management and Remediation Services,Estimated,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15 14:05:40.224,Shubhra Priyadarshini,Demo_Data,Retail,IDEA_AZURE,,O&S Germany,One Shop
"86dd386e151bbe7364bf03636fe139e6_IDEA_AZURE",OSG_FORET001,OS_USA0001,O&S_Meat001,Meat,Chicken,Food Retailing,Waste Management Inc,Retail,Retail,R_22ORD_FORET_USA_Mea_Chi1473,1921.00,tonnes,1.50,28.80,%,1892.00,tonnes,1.60,30.30,tonnes,1.30,24.60,%,84.00,tonnes,1837.00,tonnes,6270.00,USD per tonnes,524729.00,USD,3013.00,USD,9038.00,USD,536781.00,USD,2022-02-01,2022-02-28,2022-01-14,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management and Remediation Services,Estimated,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15 14:05:40.224,Shubhra Priyadarshini,Demo_Data,Retail,IDEA_AZURE,,O&S USA,One Shop
"6ffd0b2175122e94032b5b707b98efa1_IDEA_AZURE",OSG_FORET001,OS_GER0001,O&S_Pant001,Pantry Essentials,Sugarcane,Food Retailing,Bio Service Nord,Retail,Retail,R_22ORD_FORET_GER_Pan_Sug4874,540.00,tonnes,1.50,8.10,%,532.00,tonnes,1.20,6.40,tonnes,1.10,5.85,%,20.00,tonnes,520.00,tonnes,1380.00,USD per tonnes,28065.00,USD,732.00,USD,7321.00,USD,36119.00,USD,2022-06-01,2022-06-30,2022-05-13,Expiry & Spillover,Solid,Waste diverted from disposal by recovery,Composting,Offsite,Non-Hazardous,Composted,Waste Management and Remediation Services,Estimated,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15 14:05:40.224,Shubhra Priyadarshini,Demo_Data,Retail,IDEA_AZURE,,O&S Germany,One Shop
"6afa4bb657d1724aac272b073a382ecf_IDEA_AZURE",OSG_FORET001,OS_USA0001,O&S_Snac001,Snack,Corns,Food Retailing,Waste Management Inc,Retail,Retail,R_22ORD_FORET_USA_Sna_Cor4790,2669.00,tonnes,1.50,40.00,%,2629.00,tonnes,1.90,50.00,tonnes,1.20,31.55,%,122.00,tonnes,2548.00,tonnes,2170.00,USD per tonnes,263773.00,USD,4376.00,USD,13128.00,USD,281277.00,USD,2022-07-01,2022-07-31,2022-06-14,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management and Remediation Services,Estimated,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15 14:05:40.224,Shubhra Priyadarshini,Demo_Data,Retail,IDEA_AZURE,,O&S USA,One Shop
e161ba95145b95095809fc7f1715e1fd_IDEA_AZURE,OSG_FORET001,OS_CHI0001,O&S_SeaF001,Sea Food,Lobster,Food Retailing,Zhejiang Weiming Environment Protection Co. Ltd,Retail,Retail,R_22ORD_FORET_CHI_Sea_Lob4580,1182.00,tonnes,1.50,17.70,%,1164.00,tonnes,1.30,15.10,tonnes,1.30,15.13,%,48.00,tonnes,1134.00,tonnes,35160.00,USD per tonnes,1687650.00,USD,1728.00,USD,5184.00,USD,1694560.00,USD,2022-09-01,2022-09-30,2022-08-14,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management and Remediation Services,Estimated,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15 14:05:40.224,Shubhra Priyadarshini,Demo_Data,Retail,IDEA_AZURE,,O&S China,One Shop
bf74d1dcf99a74c9c86a476236d845c6_IDEA_AZURE,OSG_FORET001,OS_GER0001,O&S_Beve001,Beverages,Ginger,Food Retailing,Bio Service Nord,Retail,Retail,R_23ORD_FORET_GER_Bev_Gin6479,3052.00,tonnes,1.50,45.80,%,3006.00,tonnes,1.30,39.10,tonnes,1.50,45.09,%,130.00,tonnes,2922.00,tonnes,1490.00,USD per tonnes,193607.00,USD,4678.00,USD,46777.00,USD,245062.00,USD,2023-06-01,2023-06-30,2023-05-15,Expiry & Spillover,Solid,Waste diverted from disposal by recovery,Composting,Offsite,Non-Hazardous,Composted,Waste Management and Remediation Services,Estimated,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15 14:05:40.224,Shubhra Priyadarshini,Demo_Data,Retail,IDEA_AZURE,,O&S Germany,One Shop
bf6e64d0b3d09d48a78dcac4894d8f4e_IDEA_AZURE,OSG_FORET001,OS_GER0001,O&S_Beve001,Beverages,Sugar,Food Retailing,Bio Service Nord,Retail,Retail,R_22ORD_FORET_GER_Bev_Sug3073,9.00,tonnes,1.50,0.10,%,9.00,tonnes,1.20,0.10,tonnes,1.10,0.10,%,0.00,tonnes,9.00,tonnes,460.00,USD per tonnes,156.00,USD,12.00,USD,122.00,USD,290.00,USD,2022-05-01,2022-05-31,2022-04-12,Expiry & Spillover,Solid,Waste diverted from disposal by recovery,Composting,Offsite,Non-Hazardous,Composted,Waste Management and Remediation Services,Estimated,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15 14:05:40.224,Shubhra Priyadarshini,Demo_Data,Retail,IDEA_AZURE,,O&S Germany,One Shop
