D_N_M_Emission,D_N_M_Row_Checksum,Do_N_M_Modifiedon,Name,Scope,Emissions_Source,Activity_type,Calculation_date,Transaction_date,Consumption_start_date,Consumption_end_date,Country_Region,Organizational_unit,Facility,Source,Latitude,Longitude,CH4,CH4_unit,CO2,CO2_unit,N2O,N2O_unit,CO2E,CO2E_unit,Is_market_based,Is_biogenic,Emission_factor,Factor_mapping,Adjusted_activity_quantity,Adjusted_activity_quantity_unit,Origin_correlation_ID,PFCs,PFCs_unit,SF6,SF6_unit,Other_GHGs,Other_GHGs_unit,HFCs,HFCs_unit,NF3,NF3_unit,Industry
c5e6dd19-9319-ef11-840a-7c1e5205d72d,4XSkW3i0qI6VcSgdzAVpYMwlX+lttkoez64NxsCP9ST7aUvYlmrSd3hzVILjP3jEkYXn7pLmh2sGofLg7xhx0g==,24-05-2024 06:01,Zhejiang Weiming Environment Protection Co. Ltd,Scope 3,Waste generated in operations,Landfilled,24-05-2024,15-12-2023,01-01-2024,31-01-2024,CHN,One Shop,O&S China,Zhejiang Weiming Environment Protection Co. Ltd,0,0,4625.0000000000,kg,185.0000000000,kg,11322.0000000000,g,119183.9560000000,kg,No,No,Landfilled,Landfilled,74.0000000000,tonnes,027d65b2937e1386d9ce6bd40751ba78,,,,,,,,,,,Retail
c8406f1a-9319-ef11-840a-000d3af0d388,kWR1cGbdL3eg4AHKXb3djITHAVoeNBX1SCMtCQ+N7nzfJpOgwMNKQedBnsGuUiUJLbZcRtUk4GFUD0+Eh0srzA==,24-05-2024 06:01,Zhejiang Weiming Environment Protection Co. Ltd,Scope 3,Waste generated in operations,Landfilled,24-05-2024,13-09-2023,01-10-2023,31-10-2023,CHN,One Shop,O&S China,Zhejiang Weiming Environment Protection Co. Ltd,0,0,9875.0000000000,kg,395.0000000000,kg,24174.0000000000,g,254473.8520000000,kg,No,No,Landfilled,Landfilled,158.0000000000,tonnes,8cd2e7a5bd4aa749257234f61a8f976b,,,,,,,,,,,Retail
dc406f1a-9319-ef11-840a-000d3af0d388,ISQrnp/C8wBnOLaCt7vHjowtm77BKlWwpdBw+oy867/1SMkaAEWyOtNbahN3wFQOvYirDN8nbts6HaqAP6cMDQ==,24-05-2024 06:01,Waste Management Inc,Scope 3,Waste generated in operations,Landfilled,24-05-2024,13-10-2023,01-11-2023,30-11-2023,USA,One Shop,O&S USA,Waste Management Inc,0,0,1250.0000000000,kg,50.0000000000,kg,3060.0000000000,g,32211.8800000000,kg,No,No,Landfilled,Landfilled,20.0000000000,tonnes,1757c11a92d483e09223abcf3df442a9,,,,,,,,,,,Retail
0e4f061c-9319-ef11-840a-000d3af0e99a,dGVNh62kMehU/0Soj9fFmqNjaauNfWIfubKYfD6cBc0dArkQm5gvgQa++vu/ejhvljgsaseSs4t+Jrss+rHJuQ==,24-05-2024 06:01,Waste Management Inc,Scope 3,Waste generated in operations,Landfilled,24-05-2024,12-04-2023,01-05-2023,30-05-2023,USA,One Shop,O&S USA,Waste Management Inc,0,0,9875.0000000000,kg,395.0000000000,kg,24174.0000000000,g,254473.8520000000,kg,No,No,Landfilled,Landfilled,158.0000000000,tonnes,bfcf6092cfdd8599a2a5b56ecc467d27,,,,,,,,,,,Retail
704f061c-9319-ef11-840a-000d3af0e99a,JJTKFpgWYJK267cme58CHmvMFZCRMf8qwNaI0NvSJ4iRGdOyGSlN2WTT1pmGZxteWrJM3FQTz06IjZwPVD/XYQ==,24-05-2024 06:01,Bio Service Nord,Scope 3,Waste generated in operations,Composted,24-05-2024,17-01-2024,01-02-2024,29-02-2024,DEU,One Shop,O&S Germany,Bio Service Nord,0,0,3.3000000000,kg,27.5000000000,kg,2.2000000000,kg,765.6000000000,kg,No,No,Composted,Composted,11.0000000000,tonnes,abbb14ee42044dc873f1f9a6d5a10e0f,,,,,,,,,,,Retail
15416f1a-9319-ef11-840a-000d3af0d388,5RmMo5tKbxP5jFtiEyR2szL3rGVth6phTPUBszsyLQ6/K4nl0nUlm6rFk/e1XfLPCIh6xotq+02QacErnJCK+g==,24-05-2024 06:02,Bio Service Nord,Scope 3,Waste generated in operations,Composted,24-05-2024,14-07-2023,01-08-2023,30-08-2023,DEU,One Shop,O&S Germany,Bio Service Nord,0,0,0.9000000000,kg,7.5000000000,kg,0.6000000000,kg,208.8000000000,kg,No,No,Composted,Composted,3.0000000000,tonnes,8713269131dd492f00038a59dde20f47,,,,,,,,,,,Retail
2a416f1a-9319-ef11-840a-000d3af0d388,6jAGZXKLrFdRZeIfAfuzvHbB342lt2r1EFW9361UtS4G9coiimKQ8YCOhBz0U8V1Wc20n2zmJT/zkmCCAoaUuA==,24-05-2024 06:02,Waste Management Inc,Scope 3,Waste generated in operations,Landfilled,24-05-2024,16-09-2023,01-10-2023,31-10-2023,USA,One Shop,O&S USA,Waste Management Inc,0,0,11125.0000000000,kg,445.0000000000,kg,27234.0000000000,g,286685.7320000000,kg,No,No,Landfilled,Landfilled,178.0000000000,tonnes,067bea148d2164d424ab5c111be38724,,,,,,,,,,,Retail
7c416f1a-9319-ef11-840a-000d3af0d388,GQBuUZdHWzvF2YfjLe6YUpwYpnNqIPb/QzhUOcr2z8CElP3erA7MiryidvUa8jloQLK+FSEa3sG+kPF3WcNhlg==,24-05-2024 06:02,Bio Service Nord,Scope 3,Waste generated in operations,Composted,24-05-2024,11-06-2023,01-07-2023,30-07-2023,DEU,One Shop,O&S Germany,Bio Service Nord,0,0,55.2000000000,kg,460.0000000000,kg,36.8000000000,kg,12806.4000000000,kg,No,No,Composted,Composted,184.0000000000,tonnes,16c8d93af4f393f2d5509d840cce02d3,,,,,,,,,,,Retail
62807e20-9319-ef11-840a-6045bde848a8,OCBrrsBFEfEf++uLYhB2VsECFB3EBH4ixW79ZF5IdnQq0iyQiH39x4foLkTdvBwnb+Q5xsoimPj/vWbG0y1/OQ==,24-05-2024 06:02,Waste Management Inc,Scope 3,Waste generated in operations,Landfilled,24-05-2024,15-12-2021,01-01-2022,31-01-2022,USA,One Shop,O&S USA,Waste Management Inc,0,0,5500.0000000000,kg,220.0000000000,kg,13464.0000000000,g,141732.2720000000,kg,No,No,Landfilled,Landfilled,88.0000000000,tonnes,20f6c2edf7705e9dca863b953da016ae,,,,,,,,,,,Retail
bb4f061c-9319-ef11-840a-000d3af0e99a,A7Ve8t7AOx5HwibzfA8DZZ2LpT/fLZEJvQyP4NuoqMPZceDHIjQxw0Ds1IBwZOX4Ovb5Pver2lcrCMpaN9JWkg==,24-05-2024 06:02,Waste Management Inc,Scope 3,Waste generated in operations,Landfilled,24-05-2024,14-05-2023,01-06-2023,30-06-2023,USA,One Shop,O&S USA,Waste Management Inc,0,0,4125.0000000000,kg,165.0000000000,kg,10098.0000000000,g,106299.2040000000,kg,No,No,Landfilled,Landfilled,66.0000000000,tonnes,3438b5c654aa5c36108d53e54d72c765,,,,,,,,,,,Retail
ff54281d-9319-ef11-840a-6045bdaf39a4,YrVQ50yrMjXsqg3X1SW19YBn8ZVcO9rSUV8k0hxKteEcdWHCzL/9NFsr05KFMyDsTFB9lo+iQWnIEu+Hu/ytUQ==,24-05-2024 06:02,Waste Management Inc,Scope 3,Waste generated in operations,Landfilled,24-05-2024,13-10-2022,01-11-2022,30-11-2022,USA,One Shop,O&S USA,Waste Management Inc,0,0,1187.5000000000,kg,47.5000000000,kg,2907.0000000000,g,30601.2860000000,kg,No,No,Landfilled,Landfilled,19.0000000000,tonnes,caab04a1905c6b3ca9a8476e21267888,,,,,,,,,,,Retail
3212c70f-9319-ef11-840a-000d3af0e99a,gNPVUj3Ai+GlnDj5f4HbQvbLaRF0IngZ9otWeEjyhTXSso5eh22F+6vgKCMIN3aIwBpqjR/fAHHL3XheFMoNIA==,24-05-2024 06:01,Waste Management Inc,Scope 3,Waste generated in operations,Landfilled,24-05-2024,14-11-2023,01-12-2023,31-12-2023,USA,One Shop,O&S USA,Waste Management Inc,0,0,5437.5000000000,kg,217.5000000000,kg,13311.0000000000,g,140121.6780000000,kg,No,No,Landfilled,Landfilled,87.0000000000,tonnes,01e8b8cbf46c440e10817598209fe1f7,,,,,,,,,,,Retail
02a50b16-9319-ef11-840a-000d3af0e99a,LT9YOz21der+lu6SGBArpRdiEnug4JSvGLQdc4NvA4EIKJQKeaSPRJVHFoGdZizfWWnz+xw7msimgpNwQh93iQ==,24-05-2024 06:01,Bio Service Nord,Scope 3,Waste generated in operations,Composted,24-05-2024,12-01-2023,01-02-2023,28-02-2023,DEU,One Shop,O&S Germany,Bio Service Nord,0,0,4.2000000000,kg,35.0000000000,kg,2.8000000000,kg,974.4000000000,kg,No,No,Composted,Composted,14.0000000000,tonnes,ae168c8956f3e399433c43768a38abe9,,,,,,,,,,,Retail
0aa50b16-9319-ef11-840a-000d3af0e99a,e5hXC4hpfoakBKp/5aRh3vRyav2n0oNEYLcqjuF+D/I3lh4J9CR9DkgN2/k63txz2uhiSGrriGuRe06EAPaWtw==,24-05-2024 06:01,Zhejiang Weiming Environment Protection Co. Ltd,Scope 3,Waste generated in operations,Landfilled,24-05-2024,14-08-2023,01-09-2023,30-09-2023,CHN,One Shop,O&S China,Zhejiang Weiming Environment Protection Co. Ltd,0,0,10375.0000000000,kg,415.0000000000,kg,25398.0000000000,g,267358.6040000000,kg,No,No,Landfilled,Landfilled,166.0000000000,tonnes,1cec7e80a4a6e5d38f888028b25495e1,,,,,,,,,,,Retail
59a50b16-9319-ef11-840a-000d3af0e99a,J9FsHNxgiAIsYmV1Ag5t+1RE89q/KZOoHzDyMkPQyCORCBxH2szZxaiVgV/YA25QWXoJ7RtG72cy4dJ49CsCnw==,24-05-2024 06:01,Zhejiang Weiming Environment Protection Co. Ltd,Scope 3,Waste generated in operations,Landfilled,24-05-2024,10-02-2023,01-03-2023,31-03-2023,CHN,One Shop,O&S China,Zhejiang Weiming Environment Protection Co. Ltd,0,0,4375.0000000000,kg,175.0000000000,kg,10710.0000000000,g,112741.5800000000,kg,No,No,Landfilled,Landfilled,70.0000000000,tonnes,ce3a144590f23601849c6aef72d7d2f1,,,,,,,,,,,Retail
40a50b16-9319-ef11-840a-000d3af0e99a,Txh4HQ1ya/n+rt5hieYog59UVs41/2gMUCSTlg06fv5SSLuhqHIrtXUVX9Nn7bnAlrtFqQwemxp7BNzkpRKqSQ==,24-05-2024 06:01,Bio Service Nord,Scope 3,Waste generated in operations,Landfilled,24-05-2024,11-11-2023,01-12-2023,31-12-2023,DEU,One Shop,O&S Germany,Bio Service Nord,0,0,30500.0000000000,kg,1220.0000000000,kg,74664.0000000000,g,785969.8720000000,kg,No,No,Landfilled,Landfilled,488.0000000000,tonnes,0376399d746229612a62f4d8e5da22e8,,,,,,,,,,,Retail
db406f1a-9319-ef11-840a-000d3af0d388,Z58GMublDC97PQMxOy8yvAQHh4NiS0WW+P090TTPUy7iSwMZ+A+nqqufp0KbrepTNHsLBBGry9wVq8GgEo8tTQ==,24-05-2024 06:01,Zhejiang Weiming Environment Protection Co. Ltd,Scope 3,Waste generated in operations,Landfilled,24-05-2024,13-06-2022,01-07-2022,31-07-2022,CHN,One Shop,O&S China,Zhejiang Weiming Environment Protection Co. Ltd,0,0,3000.0000000000,kg,120.0000000000,kg,7344.0000000000,g,77308.5120000000,kg,No,No,Landfilled,Landfilled,48.0000000000,tonnes,53a14f55b44026c164c7cdfe13f57d46,,,,,,,,,,,Retail
79807e20-9319-ef11-840a-6045bde848a8,dN9BXyecDkuL7PM0AiaH/VpSmu3kPccSJibS3Jp6d+qYHFsPCCPBMRKMtKnO86aCVhxamI1bzAq0FMhdNxd3zw==,24-05-2024 06:02,Bio Service Nord,Scope 3,Waste generated in operations,Composted,24-05-2024,12-03-2022,01-04-2022,30-04-2022,DEU,One Shop,O&S Germany,Bio Service Nord,0,0,38.7000000000,kg,322.5000000000,kg,25.8000000000,kg,8978.4000000000,kg,No,No,Composted,Composted,129.0000000000,tonnes,593f9a5c3a5c3db45e5e94e55edf9f7e,,,,,,,,,,,Retail
9fa91122-9319-ef11-840a-000d3af0e99a,IkBwAv9mcG0qbtYcsIUJ8LKF4USlLSCKWv0vNlBY9x/JaNyAqiBmzup0HAGiUxor/eZcpJG5JhAcW9vFN3sS8g==,24-05-2024 06:02,Waste Management Inc,Scope 3,Waste generated in operations,Landfilled,24-05-2024,14-04-2023,01-05-2023,30-05-2023,USA,One Shop,O&S USA,Waste Management Inc,0,0,1437.5000000000,kg,57.5000000000,kg,3519.0000000000,g,37043.6620000000,kg,No,No,Landfilled,Landfilled,23.0000000000,tonnes,9772e3f29fa03552dbc72ac54879ec27,,,,,,,,,,,Retail
2e12c70f-9319-ef11-840a-000d3af0e99a,uuEsH2oEJF9FsdQ36L0ZLcHaKNMETmh/RhM+iDx2E5xDcKD0Jc3kXrwVrCCdxg5p4qZ8iLDNTHEJKULvp5ldKw==,24-05-2024 06:01,Waste Management Inc,Scope 3,Waste generated in operations,Landfilled,24-05-2024,12-02-2024,01-03-2024,31-03-2024,USA,One Shop,O&S USA,Waste Management Inc,0,0,1125.0000000000,kg,45.0000000000,kg,2754.0000000000,g,28990.6920000000,kg,No,No,Landfilled,Landfilled,18.0000000000,tonnes,50ed4ef431df287d8f25e962704113df,,,,,,,,,,,Retail
4da50b16-9319-ef11-840a-000d3af0e99a,H7QG+W2zHF1wgF1jLb/ry1rEkaStFHXzkxe1Mxo41ndiLEgTw8LniPim3EaqFfDRNF5LFBAEn1uylZHwZc0Jqg==,24-05-2024 06:01,Zhejiang Weiming Environment Protection Co. Ltd,Scope 3,Waste generated in operations,Landfilled,24-05-2024,15-06-2023,01-07-2023,30-07-2023,CHN,One Shop,O&S China,Zhejiang Weiming Environment Protection Co. Ltd,0,0,6875.0000000000,kg,275.0000000000,kg,16830.0000000000,g,177165.3400000000,kg,No,No,Landfilled,Landfilled,110.0000000000,tonnes,b42e0265b5e51cec5845caa25a0a032d,,,,,,,,,,,Retail
054f061c-9319-ef11-840a-000d3af0e99a,J3JK/F4++IfFnVEn3+uc7wn1JtEcGjgI9FCU64O9xdmtlo883q4XdrLK0Ll/JRZzP/VD6ZH6m2ORz9psfUzlXw==,24-05-2024 06:01,Waste Management Inc,Scope 3,Waste generated in operations,Landfilled,24-05-2024,13-01-2023,01-02-2023,28-02-2023,USA,One Shop,O&S USA,Waste Management Inc,0,0,5500.0000000000,kg,220.0000000000,kg,13464.0000000000,g,141732.2720000000,kg,No,No,Landfilled,Landfilled,88.0000000000,tonnes,d5d4ae88a1c4fedd81f1c62c98168721,,,,,,,,,,,Retail
f754281d-9319-ef11-840a-6045bdaf39a4,cjry5l4GhTKhi9XRYd/Uf2l02VniRHZ6XKcFLlZTQpT1zL4OG2AwzqpkQ/woG46IJIrkwlNjLrKmc9VDkZzs8g==,24-05-2024 06:02,Bio Service Nord,Scope 3,Waste generated in operations,Composted,24-05-2024,17-01-2024,01-02-2024,29-02-2024,DEU,One Shop,O&S Germany,Bio Service Nord,0,0,40.8000000000,kg,340.0000000000,kg,27.2000000000,kg,9465.6000000000,kg,No,No,Composted,Composted,136.0000000000,tonnes,d25547f685786eb2df7d093d6d63c17d,,,,,,,,,,,Retail
6da91122-9319-ef11-840a-000d3af0e99a,kAP327nRjLryWwTrph9B/xgSe54iML2Je2ZQC/p12m2GDHNvlCjfH1yIKeRn9doqHIuPY94K4R3O4PaoDt+lZw==,24-05-2024 06:02,Bio Service Nord,Scope 3,Waste generated in operations,Landfilled,24-05-2024,14-02-2024,01-03-2024,31-03-2024,DEU,One Shop,O&S Germany,Bio Service Nord,0,0,30125.0000000000,kg,1205.0000000000,kg,73746.0000000000,g,776306.3080000000,kg,No,No,Landfilled,Landfilled,482.0000000000,tonnes,3af2040da02809822909d0d46bd36631,,,,,,,,,,,Retail
47a50b16-9319-ef11-840a-000d3af0e99a,cguPAK2aAz5WIW0E/D58YcMpUbvLeERFyxQEql+swdRaB8AxmNOviJZOJGvZJSwdJba42RQR+i2iMZb644EzPQ==,24-05-2024 06:01,Zhejiang Weiming Environment Protection Co. Ltd,Scope 3,Waste generated in operations,Landfilled,24-05-2024,13-01-2022,01-02-2022,28-02-2022,CHN,One Shop,O&S China,Zhejiang Weiming Environment Protection Co. Ltd,0,0,2750.0000000000,kg,110.0000000000,kg,6732.0000000000,g,70866.1360000000,kg,No,No,Landfilled,Landfilled,44.0000000000,tonnes,a277ee1cce2e091882af49ef34532392,,,,,,,,,,,Retail
0b43ba15-9319-ef11-840a-7c1e520eab5a,9PWrANTupTAerOXA1o7NspqmC4CZK4ijcxFv2ysdN17corGqbj+7diI6k+WYimN3CEnykBI2wHmqbq/5cm8qdA==,24-05-2024 06:01,Waste Management Inc,Scope 3,Waste generated in operations,Landfilled,24-05-2024,13-12-2022,01-01-2023,31-01-2023,USA,One Shop,O&S USA,Waste Management Inc,0,0,22437.5000000000,kg,897.5000000000,kg,54927.0000000000,g,578203.2460000000,kg,No,No,Landfilled,Landfilled,359.0000000000,tonnes,e29450aed4c075a821870a44315505a2,,,,,,,,,,,Retail
c8e6dd19-9319-ef11-840a-7c1e5205d72d,xT8AgGkHTQxPv3CprrJacJsigOOWq9YlOcH1wcKTrLMzvxkZPBO72ASiszpkgao4pURyiEORly60dzVfcT4jgw==,24-05-2024 06:01,Bio Service Nord,Scope 3,Waste generated in operations,Composted,24-05-2024,13-09-2022,01-10-2022,31-10-2022,DEU,One Shop,O&S Germany,Bio Service Nord,0,0,1.5000000000,kg,12.5000000000,kg,1.0000000000,kg,348.0000000000,kg,No,No,Composted,Composted,5.0000000000,tonnes,31983793a1d43232e0c16c48e36eca7f,,,,,,,,,,,Retail
29a50b16-9319-ef11-840a-000d3af0e99a,3rdLc+om4776Oklm9hFzHwIFM/FBe+2ePlb9ByPMoQRD3LQQ57eE36rfUnvbWIyPQoBlEbC6Kno/ukTfHAx/Zw==,24-05-2024 06:01,Bio Service Nord,Scope 3,Waste generated in operations,Composted,24-05-2024,15-11-2023,01-12-2023,31-12-2023,DEU,One Shop,O&S Germany,Bio Service Nord,0,0,3.9000000000,kg,32.5000000000,kg,2.6000000000,kg,904.8000000000,kg,No,No,Composted,Composted,13.0000000000,tonnes,2ccca3df489a3cd2f6a8dff2baad5950,,,,,,,,,,,Retail
5fd6691b-9319-ef11-840a-002248d4f085,AI9ZG1mA1q0A39GIJMnAkOjLL1sibhiCZTi9WFeVoNw7QtP5NlZzfc0F0DWk9oM9Q0QwqfPlql5W8ZeFJP2qUA==,24-05-2024 06:01,Bio Service Nord,Scope 3,Waste generated in operations,Composted,24-05-2024,17-01-2023,01-02-2023,28-02-2023,DEU,One Shop,O&S Germany,Bio Service Nord,0,0,37.5000000000,kg,312.5000000000,kg,25.0000000000,kg,8700.0000000000,kg,No,No,Composted,Composted,125.0000000000,tonnes,a2085c6ea8b11ea26f8d561e85f1940a,,,,,,,,,,,Retail
234f061c-9319-ef11-840a-000d3af0e99a,GOeTbMV9/SW6QzqurTt7cJDJ4YAUcPA/t5vOpnYiCkQEDeJbaqTmrE9PDsZMsCww2PPJXEkPC4d61iJy6TuMXg==,24-05-2024 06:01,Waste Management Inc,Scope 3,Waste generated in operations,Landfilled,24-05-2024,15-11-2023,01-12-2023,31-12-2023,USA,One Shop,O&S USA,Waste Management Inc,0,0,1250.0000000000,kg,50.0000000000,kg,3060.0000000000,g,32211.8800000000,kg,No,No,Landfilled,Landfilled,20.0000000000,tonnes,0902c5df133492b4de895cd40914a0f5,,,,,,,,,,,Retail
7d807e20-9319-ef11-840a-6045bde848a8,rQMYwWPI0DLHWuCdVXuT5u8u+ZC73y0epfimwkQhNtVtEo1GK9189G7jeEqXNefpU/BnBamG7JERv6r/9/EMZw==,24-05-2024 06:02,Waste Management Inc,Scope 3,Waste generated in operations,Landfilled,24-05-2024,14-10-2023,01-11-2023,30-11-2023,USA,One Shop,O&S USA,Waste Management Inc,0,0,1625.0000000000,kg,65.0000000000,kg,3978.0000000000,g,41875.4440000000,kg,No,No,Landfilled,Landfilled,26.0000000000,tonnes,ec40bff1ea5e255eb87b27988d9a5378,,,,,,,,,,,Retail
4ca50b16-9319-ef11-840a-000d3af0e99a,cnREGuUoF9xzy8qVH0CgnbZcWddy9MLOfNdOqNXM2DDSwLDLlDL978/2ay+gf7JJCXruTQnFxBF2U7snYtC+nQ==,24-05-2024 06:01,Waste Management Inc,Scope 3,Waste generated in operations,Composted,24-05-2024,16-06-2023,01-07-2023,30-07-2023,USA,One Shop,O&S USA,Waste Management Inc,0,0,3.9000000000,kg,32.5000000000,kg,2.6000000000,kg,904.8000000000,kg,No,No,Composted,Composted,13.0000000000,tonnes,4b137a00c89e7407baebd36710d7c781,,,,,,,,,,,Retail
2aa50b16-9319-ef11-840a-000d3af0e99a,ZPCkKPFDVwqgscAAmA6UCxE6/bxuPVLXDVZQnrOtpSinbC2BrupV/TUeEYFfzKdkOeLSR7BqXXVFdMMuOHBBKw==,24-05-2024 06:01,Zhejiang Weiming Environment Protection Co. Ltd,Scope 3,Waste generated in operations,Landfilled,24-05-2024,16-05-2022,01-06-2022,30-06-2022,CHN,One Shop,O&S China,Zhejiang Weiming Environment Protection Co. Ltd,0,0,1500.0000000000,kg,60.0000000000,kg,3672.0000000000,g,38654.2560000000,kg,No,No,Landfilled,Landfilled,24.0000000000,tonnes,bdc3bf0ddcc2d08d89f8a01f21e190b4,,,,,,,,,,,Retail
f542ba15-9319-ef11-840a-7c1e520eab5a,bRJ7Gy7b8XbJ5ub/DA+2V3vkKIhwkaTSSEDOUkucEbRScaGjrVqrpTulVcAoNI+4ssAEgBhcKNxuUl/A3HjFWg==,24-05-2024 06:01,Bio Service Nord,Scope 3,Waste generated in operations,Composted,24-05-2024,16-12-2021,01-01-2022,31-01-2022,DEU,One Shop,O&S Germany,Bio Service Nord,0,0,0.9000000000,kg,7.5000000000,kg,0.6000000000,kg,208.8000000000,kg,No,No,Composted,Composted,3.0000000000,tonnes,428516ce1242ac11236dcce744b04305,,,,,,,,,,,Retail
474f061c-9319-ef11-840a-000d3af0e99a,irwRNNlAmXOY4/l8LcjC5Hl86GGb42u9Kn0Jnd3259DYhLB0WS5Zc+or+WhYzUrxaHztNAmfMGA+oktii8Xzig==,24-05-2024 06:01,Bio Service Nord,Scope 3,Waste generated in operations,Composted,24-05-2024,12-12-2022,01-01-2023,31-01-2023,DEU,One Shop,O&S Germany,Bio Service Nord,0,0,12.0000000000,kg,100.0000000000,kg,8.0000000000,kg,2784.0000000000,kg,No,No,Composted,Composted,40.0000000000,tonnes,266c9088e996f9de75cd39d851aec4e8,,,,,,,,,,,Retail
8e416f1a-9319-ef11-840a-000d3af0d388,SrQiRJa5zH3UIm582bZ6pqtRX27AvewQe/Mv7RnzOCZ+n/GmvB+ahp5Cwvz+vqunKBifCTzHNzdnvl8lfbDPuA==,24-05-2024 06:02,Bio Service Nord,Scope 3,Waste generated in operations,Composted,24-05-2024,14-06-2022,01-07-2022,31-07-2022,DEU,One Shop,O&S Germany,Bio Service Nord,0,0,0.9000000000,kg,7.5000000000,kg,0.6000000000,kg,208.8000000000,kg,No,No,Composted,Composted,3.0000000000,tonnes,0e9949f7be1640fbc377a21bf72f5036,,,,,,,,,,,Retail
bea91122-9319-ef11-840a-000d3af0e99a,y9YCweCdFOSWpskDjSOeBTMZHE/qIZvODTH+dTr8Kb9+/NFbYwEYA/62Voz3YAlgUAKsZ1mhKVw81HL4yAxoVw==,24-05-2024 06:02,Waste Management Inc,Scope 3,Waste generated in operations,Landfilled,24-05-2024,17-12-2022,01-01-2023,31-01-2023,USA,One Shop,O&S USA,Waste Management Inc,0,0,3750.0000000000,kg,150.0000000000,kg,9180.0000000000,g,96635.6400000000,kg,No,No,Landfilled,Landfilled,60.0000000000,tonnes,6b92a96d8bcabdb8868c7311078bbe9b,,,,,,,,,,,Retail
29c15c14-9319-ef11-840a-000d3af0d388,jiNsroSHaoUF2467R5bI2kJsER/TcCDgA64NXxyLJTHVI8Jm3okfC8EK3/2d8j9N6l3F2FFVZ3G/F7eQ00e3+w==,24-05-2024 06:01,Zhejiang Weiming Environment Protection Co. Ltd,Scope 3,Waste generated in operations,Landfilled,24-05-2024,16-04-2023,01-05-2023,30-05-2023,CHN,One Shop,O&S China,Zhejiang Weiming Environment Protection Co. Ltd,0,0,6062.5000000000,kg,242.5000000000,kg,14841.0000000000,g,156227.6180000000,kg,No,No,Landfilled,Landfilled,97.0000000000,tonnes,ff5672d7fecbdc61b831b0ea1d2155b3,,,,,,,,,,,Retail
c7e6dd19-9319-ef11-840a-7c1e5205d72d,SDynk2MrrqltQELB4RlsDKNFsuDokOeMq3p2MibExBWA3LQ0O15CJ3j8TT8hqFeHQrC+liZ9xyHjpuPTzce1jQ==,24-05-2024 06:01,Waste Management Inc,Scope 3,Waste generated in operations,Landfilled,24-05-2024,15-04-2023,01-05-2023,30-05-2023,USA,One Shop,O&S USA,Waste Management Inc,0,0,20000.0000000000,kg,800.0000000000,kg,48960.0000000000,g,515390.0800000000,kg,No,No,Landfilled,Landfilled,320.0000000000,tonnes,d7d662e83a70cc4af9c416c078c9c9b0,,,,,,,,,,,Retail
60a91122-9319-ef11-840a-000d3af0e99a,nSbYY7Jx0cQtyg15cDXrxr+dpIpMI71gD6NZlVvOP9wbe3f/U5VpxaHCNlsaqZynYlJSC222+tFpYD1YiRXgWw==,24-05-2024 06:02,Waste Management Inc,Scope 3,Waste generated in operations,Landfilled,24-05-2024,17-03-2022,01-04-2022,30-04-2022,USA,One Shop,O&S USA,Waste Management Inc,0,0,1375.0000000000,kg,55.0000000000,kg,3366.0000000000,g,35433.0680000000,kg,No,No,Landfilled,Landfilled,22.0000000000,tonnes,be00e8aae2907fa30008951fd2b08014,,,,,,,,,,,Retail
62a91122-9319-ef11-840a-000d3af0e99a,tlLsCQtEeBr59otGQUodVuyj1qb3iX0FpgSMrYNsqnCAx8uWJdF7NYG+h7/SQhXnXBTmymq5YsFkzoGSjBcTUg==,24-05-2024 06:02,Zhejiang Weiming Environment Protection Co. Ltd,Scope 3,Waste generated in operations,Landfilled,24-05-2024,16-09-2023,01-10-2023,31-10-2023,CHN,One Shop,O&S China,Zhejiang Weiming Environment Protection Co. Ltd,0,0,7562.5000000000,kg,302.5000000000,kg,18513.0000000000,g,194881.8740000000,kg,No,No,Landfilled,Landfilled,121.0000000000,tonnes,fd1af460328df87cef1658526bd14625,,,,,,,,,,,Retail
58a50b16-9319-ef11-840a-000d3af0e99a,LqxawCkmv1EKo5lHuEBRbQMVvyh/lXLRfxj3iFI6drJTuQ5GZDA6PrAD/QgtqByfBf5/xeD0dgWtGqHmnUkehw==,24-05-2024 06:01,Bio Service Nord,Scope 3,Waste generated in operations,Composted,24-05-2024,13-05-2022,01-06-2022,30-06-2022,DEU,One Shop,O&S Germany,Bio Service Nord,0,0,0.6000000000,kg,5.0000000000,kg,0.4000000000,kg,139.2000000000,kg,No,No,Composted,Composted,2.0000000000,tonnes,de116726d03503008b96998205c1a16a,,,,,,,,,,,Retail
5ea50b16-9319-ef11-840a-000d3af0e99a,cvBqoqCzsyelbwqq6kM9c3JnhXvSeKX3drlrwUF15mjdX48RLapDU++vv67+0QZ+MGaDqGk695gFsPln/4gJVw==,24-05-2024 06:01,Waste Management Inc,Scope 3,Waste generated in operations,Landfilled,24-05-2024,13-12-2022,01-01-2023,31-01-2023,USA,One Shop,O&S USA,Waste Management Inc,0,0,875.0000000000,kg,35.0000000000,kg,2142.0000000000,g,22548.3160000000,kg,No,No,Landfilled,Landfilled,14.0000000000,tonnes,04053e0070b472f370cc398aca01729b,,,,,,,,,,,Retail
